,col1,col2,col3,col4,ans
10940,5187,21064,91530,13141211,27
10941,5187,21060,91534,13141211,28
10942,5180,21067,91534,13141211,29
10943,5108,21067,91534,13141211,30
10944,1234,5678,9101112,1314150,0
10945,1234,5678,910110,13141512,1
10946,1234,5678,910011,13141512,2
10947,1234,5678,901011,13141512,3
10948,1234,5078,961011,13141512,4
10949,1234,5708,961011,13141512,5
10950,1234,57108,96011,13141512,6
10951,1234,57108,90611,13141512,7
10952,1234,57108,9611,13141512,8
10953,1234,7108,59611,13141512,9
10954,1234,70108,59611,13141512,10
10955,1234,71008,59611,13141512,11
10956,1234,71080,59611,13141512,12
10957,1234,710811,5960,13141512,13
10958,1234,710811,5906,13141512,14
10959,1234,710811,59156,1314012,15
10960,1234,710811,59156,1301412,16
10961,1234,710811,50156,1391412,17
10962,1234,710811,5156,1391412,18
10963,1234,10811,75156,1391412,19
10964,234,110811,75156,1391412,20
10965,2034,110811,75156,1391412,21
10966,2304,110811,75156,1391412,22
10967,2340,110811,75156,1391412,23
10968,23411,11080,75156,1391412,24
10969,23411,11008,75156,1391412,25
10970,23411,10108,75156,1391412,26
10971,23411,1108,75156,1391412,27
10972,23411,71108,5156,1391412,28
10973,23411,71108,50156,1391412,29
10974,23411,70108,51156,1391412,30
10975,1234,5678,9101112,1314150,0
10976,1234,5678,9101112,1314015,1
10977,1234,5678,9101112,1301415,2
10978,1234,5678,901112,13101415,3
10979,1234,5678,911012,13101415,4
10980,1234,5608,911712,13101415,5
10981,1204,5638,911712,13101415,6
10982,1024,5638,911712,13101415,7
10983,1624,5038,911712,13101415,8
10984,1624,5308,911712,13101415,9
10985,1624,5380,911712,13101415,10
10986,1620,5384,911712,13101415,11
10987,1602,5384,911712,13101415,12
10988,1682,5304,911712,13101415,13
10989,1682,5034,911712,13101415,14
10990,1682,51134,90712,13101415,15
10991,1682,51134,910712,1301415,16
10992,1682,51134,910712,131415,17
10993,1682,51134,10712,9131415,18
10994,1682,1134,510712,9131415,19
10995,1682,11034,510712,9131415,20
10996,1682,111034,50712,9131415,21
10997,1682,111034,57012,9131415,22
10998,1682,111034,571412,913015,23
10999,1682,111034,571412,913150,24
11000,1682,111034,57140,9131512,25
11001,1682,111034,57014,9131512,26
11002,1234,5678,9101112,1314150,0
11003,1234,5678,910110,13141512,1
11004,1234,5678,910011,13141512,2
11005,1234,5608,910711,13141512,3
11006,1234,5680,910711,13141512,4
11007,1234,56811,91070,13141512,5
11008,1234,56811,91007,13141512,6
11009,1234,56811,90107,13141512,7
11010,1234,56811,9107,13141512,8
11011,1234,6811,59107,13141512,9
11012,234,16811,59107,13141512,10
11013,2034,16811,59107,13141512,11
11014,2304,16811,59107,13141512,12
11015,2384,16011,59107,13141512,13
11016,2384,161011,5907,13141512,14
11017,2384,161011,5970,13141512,15
11018,2384,16100,59711,13141512,16
11019,2380,16104,59711,13141512,17
11020,2308,16104,59711,13141512,18
11021,23108,1604,59711,13141512,19
11022,23108,1674,59011,13141512,20
11023,23108,1674,50911,13141512,21
11024,23108,1674,514911,1301512,22
11025,23108,1674,514911,131512,23
11026,23108,1674,14911,5131512,24
11027,23108,1674,140911,5131512,25
11028,23108,1674,1413911,501512,26
11029,1234,5678,9101112,1314150,0
11030,1234,5678,910110,13141512,1
11031,1234,5670,910118,13141512,2
11032,1230,5674,910118,13141512,3
11033,1203,5674,910118,13141512,4
11034,1273,5604,910118,13141512,5
11035,1273,5640,910118,13141512,6
11036,1273,5648,910110,13141512,7
11037,1273,5648,910011,13141512,8
11038,1273,5648,901011,13141512,9
11039,1273,5048,961011,13141512,10
11040,1273,548,961011,13141512,11
11041,1273,9548,61011,13141512,12
11042,1273,9548,601011,13141512,13
11043,1273,9048,651011,13141512,14
11044,1073,9248,651011,13141512,15
11045,1703,9248,651011,13141512,16
11046,1730,9248,651011,13141512,17
11047,1738,9240,651011,13141512,18
11048,1738,9204,651011,13141512,19
11049,1738,92104,65011,13141512,20
11050,1738,92104,65110,13141512,21
11051,1738,92100,65114,13141512,22
11052,1234,5678,9101112,1314150,0
11053,1234,5678,910110,13141512,1
11054,1234,5670,910118,13141512,2
11055,1230,5674,910118,13141512,3
11056,1203,5674,910118,13141512,4
11057,1023,5674,910118,13141512,5
11058,1623,5074,910118,13141512,6
11059,1623,574,910118,13141512,7
11060,1623,9574,10118,13141512,8
11061,1623,9574,100118,13141512,9
11062,1623,9074,105118,13141512,10
11063,1623,974,105118,13141512,11
11064,623,1974,105118,13141512,12
11065,6023,1974,105118,13141512,13
11066,6203,1974,105118,13141512,14
11067,6273,1904,105118,13141512,15
11068,6273,1094,105118,13141512,16
11069,6073,1294,105118,13141512,17
11070,6703,1294,105118,13141512,18
11071,6730,1294,105118,13141512,19
11072,6734,1290,105118,13141512,20
11073,6734,1298,105110,13141512,21
11074,6734,1298,105011,13141512,22
11075,1234,5678,9101112,1314150,0
11076,1234,5678,910110,13141512,1
11077,1234,5678,910011,13141512,2
11078,1234,5678,901011,13141512,3
11079,1234,5678,91011,13141512,4
11080,1234,5678,1391011,141512,5
11081,1234,5678,1391011,1401512,6
11082,1234,5678,1391011,1415012,7
11083,1234,5678,1391011,1415120,8
11084,1234,5678,139100,14151211,9
11085,1234,5678,139010,14151211,10
11086,1234,5678,130910,14151211,11
11087,1234,5678,13910,14151211,12
11088,1234,5678,1413910,151211,13
11089,1234,5678,1413910,1501211,14
11090,1234,5678,1413910,1512011,15
11091,1234,5678,1413910,1512110,16
11092,1234,5678,141390,15121110,17
11093,1234,5678,141309,15121110,18
11094,1234,5608,141379,15121110,19
11095,1234,5068,141379,15121110,20
11096,1234,568,141379,15121110,21
11097,1234,14568,1379,15121110,22
11098,1234,14568,151379,121110,23
11099,1234,14568,151379,1201110,24
11100,1234,14568,151379,1211010,25
11101,1234,14568,151379,1211100,26
11102,1234,14568,151370,1211109,27
11103,1234,14568,151307,1211109,28
11104,1234,14508,151367,1211109,29
11105,1234,14058,151367,1211109,30
11106,1234,1458,151367,1211109,31
11107,1234,151458,1367,1211109,32
11108,1234,151458,13067,1211109,33
11109,1234,151458,13607,1211109,34
11110,1234,151408,13657,1211109,35
11111,1234,151480,13657,1211109,36
11112,1230,151484,13657,1211109,37
11113,1203,151484,13657,1211109,38
11114,1283,151404,13657,1211109,39
11115,1283,151440,13657,1211109,40
11116,1234,5678,9101112,1314150,0
11117,1234,5678,910110,13141512,1
11118,1234,5670,910118,13141512,2
11119,1230,5674,910118,13141512,3
11120,1203,5674,910118,13141512,4
11121,1273,5604,910118,13141512,5
11122,1273,56114,91008,13141512,6
11123,1273,56114,91080,13141512,7
11124,1273,56110,91084,13141512,8
11125,1273,56011,91084,13141512,9
11126,1273,56811,91004,13141512,10
11127,1273,56811,90104,13141512,11
11128,1273,50811,96104,13141512,12
11129,1273,5811,96104,13141512,13
11130,273,15811,96104,13141512,14
11131,2073,15811,96104,13141512,15
11132,2703,15811,96104,13141512,16
11133,2730,15811,96104,13141512,17
11134,27311,1580,96104,13141512,18
11135,27311,1584,96100,13141512,19
11136,27311,1584,96010,13141512,20
11137,27311,1504,96810,13141512,21
11138,27311,1054,96810,13141512,22
11139,27311,1654,90810,13141512,23
11140,27311,1654,914810,1301512,24
11141,27311,1654,914810,1315012,25
11142,27311,1654,914010,1315812,26
11143,1234,5678,9101112,1314150,0
11144,1234,5678,910110,13141512,1
11145,1234,5670,910118,13141512,2
11146,1234,5607,910118,13141512,3
11147,1204,5637,910118,13141512,4
11148,1024,5637,910118,13141512,5
11149,124,5637,910118,13141512,6
11150,5124,637,910118,13141512,7
11151,5124,6037,910118,13141512,8
11152,5124,61037,90118,13141512,9
11153,5124,61037,9118,13141512,10
11154,5124,61037,139118,141512,11
11155,5124,61037,139118,1401512,12
11156,5124,61037,139118,1415012,13
11157,5124,61037,13908,14151112,14
11158,5124,61007,13938,14151112,15
11159,5124,61070,13938,14151112,16
11160,5120,61074,13938,14151112,17
11161,5102,61074,13938,14151112,18
11162,5172,61004,13938,14151112,19
11163,5172,61034,13908,14151112,20
11164,5172,61034,13098,14151112,21
11165,5172,6034,131098,14151112,22
11166,5072,6134,131098,14151112,23
11167,5702,6134,131098,14151112,24
11168,5732,6104,131098,14151112,25
11169,5732,6014,131098,14151112,26
11170,5732,614,131098,14151112,27
11171,5732,13614,1098,14151112,28
11172,5732,13614,141098,151112,29
11173,5732,13614,141098,1501112,30
11174,5732,13614,141098,1511012,31
11175,5732,13614,141098,1511120,32
11176,5732,13614,141090,1511128,33
11177,5732,13614,141009,1511128,34
11178,5732,13604,141019,1511128,35
11179,5732,13640,141019,1511128,36
11180,5730,13642,141019,1511128,37
11181,5703,13642,141019,1511128,38
11182,5743,13602,141019,1511128,39
11183,5743,13062,141019,1511128,40
11184,5043,13762,141019,1511128,41
11185,543,13762,141019,1511128,42
11186,1234,5678,9101112,1314150,0
11187,1234,5678,910110,13141512,1
11188,1234,5678,910011,13141512,2
11189,1234,5608,910711,13141512,3
11190,1234,5680,910711,13141512,4
11191,1230,5684,910711,13141512,5
11192,1203,5684,910711,13141512,6
11193,1023,5684,910711,13141512,7
11194,1623,5084,910711,13141512,8
11195,1623,584,910711,13141512,9
11196,623,1584,910711,13141512,10
11197,6023,1584,910711,13141512,11
11198,6523,1084,910711,13141512,12
11199,6523,11084,90711,13141512,13
11200,6523,11084,914711,1301512,14
11201,6523,11084,914711,131512,15
11202,6523,11084,14711,9131512,16
11203,6523,11084,140711,9131512,17
11204,6523,11084,147011,9131512,18
11205,6523,11004,147811,9131512,19
11206,6503,11024,147811,9131512,20
11207,6053,11024,147811,9131512,21
11208,61053,1024,147811,9131512,22
11209,1234,5678,9101112,1314150,0
11210,1234,5678,910110,13141512,1
11211,1234,5670,910118,13141512,2
11212,1230,5674,910118,13141512,3
11213,1203,5674,910118,13141512,4
11214,1023,5674,910118,13141512,5
11215,1623,5074,910118,13141512,6
11216,1623,5704,910118,13141512,7
11217,1603,5724,910118,13141512,8
11218,1063,5724,910118,13141512,9
11219,1763,5024,910118,13141512,10
11220,1763,524,910118,13141512,11
11221,1763,9524,10118,13141512,12
11222,1763,9524,100118,13141512,13
11223,1763,9524,1014118,1301512,14
11224,1763,9524,1014118,131512,15
11225,1763,9524,14118,10131512,16
11226,1763,9524,140118,10131512,17
11227,1763,9524,1413118,1001512,18
11228,1763,9524,1413118,1015012,19
11229,1763,9524,1413118,1015120,20
11230,1763,9524,1413110,1015128,21
11231,1763,9524,1413011,1015128,22
11232,1234,5678,9101112,1314150,0
11233,1234,5678,9101112,1314015,1
11234,1234,5678,9101112,1301415,2
11235,1234,5678,9101112,131415,3
11236,1234,5678,101112,9131415,4
11237,1234,678,5101112,9131415,5
11238,1234,6078,5101112,9131415,6
11239,1034,6278,5101112,9131415,7
11240,134,6278,5101112,9131415,8
11241,6134,278,5101112,9131415,9
11242,6134,5278,101112,9131415,10
11243,6134,5278,1001112,9131415,11
11244,6134,5078,1021112,9131415,12
11245,6034,5178,1021112,9131415,13
11246,6304,5178,1021112,9131415,14
11247,6340,5178,1021112,9131415,15
11248,6348,5170,1021112,9131415,16
11249,6348,5107,1021112,9131415,17
11250,6348,51117,102012,9131415,18
11251,6348,51117,102120,9131415,19
11252,6348,51117,1021215,913140,20
11253,6348,51117,1021215,913014,21
11254,6348,51117,102015,9131214,22
11255,6348,51117,100215,9131214,23
11256,6348,51117,1013215,901214,24
11257,6348,51117,1013215,91214,25
11258,6348,51117,13215,1091214,26
11259,6348,1117,513215,1091214,27
11260,6348,10117,513215,1091214,28
11261,6348,113117,50215,1091214,29
11262,6348,113117,52015,1091214,30
11263,6348,11307,521115,1091214,31
11264,6308,11347,521115,1091214,32
11265,6038,11347,521115,1091214,33
11266,61338,1047,521115,1091214,34
11267,1234,5678,9101112,1314150,0
11268,1234,5678,910110,13141512,1
11269,1234,5678,910011,13141512,2
11270,1234,5608,910711,13141512,3
11271,1234,5680,910711,13141512,4
11272,1230,5684,910711,13141512,5
11273,1203,5684,910711,13141512,6
11274,1023,5684,910711,13141512,7
11275,1623,5084,910711,13141512,8
11276,1623,5804,910711,13141512,9
11277,1603,5824,910711,13141512,10
11278,1063,5824,910711,13141512,11
11279,1863,5024,910711,13141512,12
11280,1863,5204,910711,13141512,13
11281,1863,5274,910011,13141512,14
11282,1863,5274,9101511,1314012,15
11283,1863,5274,9101511,1301412,16
11284,1863,5274,901511,13101412,17
11285,1863,5274,915011,13101412,18
11286,1863,5274,915110,13101412,19
11287,1863,5270,915114,13101412,20
11288,1234,5678,9101112,1314150,0
11289,1234,5678,910110,13141512,1
11290,1234,5670,910118,13141512,2
11291,1230,5674,910118,13141512,3
11292,1203,5674,910118,13141512,4
11293,1273,5604,910118,13141512,5
11294,1273,5064,910118,13141512,6
11295,1273,51064,90118,13141512,7
11296,1273,51064,91108,13141512,8
11297,1273,51064,911158,1314012,9
11298,1273,51064,911158,1301412,10
11299,1273,51064,911158,131412,11
11300,1273,51064,11158,9131412,12
11301,1273,51064,110158,9131412,13
11302,1273,51064,111508,9131412,14
11303,1273,51004,111568,9131412,15
11304,1273,51040,111568,9131412,16
11305,1270,51043,111568,9131412,17
11306,1207,51043,111568,9131412,18
11307,1027,51043,111568,9131412,19
11308,11027,5043,111568,9131412,20
11309,11027,543,111568,9131412,21
11310,11027,11543,1568,9131412,22
11311,11027,11543,91568,131412,23
11312,11027,11543,91568,1301412,24
11313,11027,11543,9068,13151412,25
11314,11027,11543,968,13151412,26
11315,1234,5678,9101112,1314150,0
11316,1234,5678,910110,13141512,1
11317,1234,5670,910118,13141512,2
11318,1234,5607,910118,13141512,3
11319,1204,5637,910118,13141512,4
11320,1240,5637,910118,13141512,5
11321,1247,5630,910118,13141512,6
11322,1247,5638,910110,13141512,7
11323,1247,5638,910011,13141512,8
11324,1247,5638,901011,13141512,9
11325,1247,5638,91011,13141512,10
11326,1247,5638,1391011,141512,11
11327,1247,5638,1391011,1401512,12
11328,1247,5638,1301011,1491512,13
11329,1247,5638,1310011,1491512,14
11330,1247,5638,13101511,149012,15
11331,1247,5638,13101511,140912,16
11332,1247,5638,13101511,14912,17
11333,1247,5638,101511,1314912,18
11334,1247,5638,1001511,1314912,19
11335,1247,5038,1061511,1314912,20
11336,1047,5238,1061511,1314912,21
11337,147,5238,1061511,1314912,22
11338,5147,238,1061511,1314912,23
11339,5147,2038,1061511,1314912,24
11340,5147,2308,1061511,1314912,25
11341,5107,2348,1061511,1314912,26
11342,5017,2348,1061511,1314912,27
11343,5317,2048,1061511,1314912,28
11344,5317,248,1061511,1314912,29
11345,317,5248,1061511,1314912,30
11346,3017,5248,1061511,1314912,31
11347,3217,5048,1061511,1314912,32
11348,1234,5678,9101112,1314150,0
11349,1234,5678,9101112,1314015,1
11350,1234,5678,910012,13141115,2
11351,1234,5608,910712,13141115,3
11352,1234,5680,910712,13141115,4
11353,1234,56812,91070,13141115,5
11354,1234,56812,91007,13141115,6
11355,1234,56012,91087,13141115,7
11356,1204,56312,91087,13141115,8
11357,1240,56312,91087,13141115,9
11358,12412,5630,91087,13141115,10
11359,12412,5637,91080,13141115,11
11360,12412,5637,91008,13141115,12
11361,12412,5607,91038,13141115,13
11362,12012,5647,91038,13141115,14
11363,10212,5647,91038,13141115,15
11364,1212,5647,91038,13141115,16
11365,51212,647,91038,13141115,17
11366,51212,9647,1038,13141115,18
11367,51212,9647,131038,141115,19
11368,51212,9647,131038,1401115,20
11369,51212,9647,131038,1411015,21
11370,51212,9647,131008,1411315,22
11371,51212,9647,130108,1411315,23
11372,51212,9047,136108,1411315,24
11373,51212,9407,136108,1411315,25
11374,51212,94107,13608,1411315,26
11375,51212,94107,13680,1411315,27
11376,51212,94107,136815,141130,28
11377,1234,5678,9101112,1314150,0
11378,1234,5678,9101112,1314015,1
11379,1234,5678,9101112,1301415,2
11380,1234,5678,901112,13101415,3
11381,1234,5678,91112,13101415,4
11382,1234,678,591112,13101415,5
11383,1234,6078,591112,13101415,6
11384,1234,6708,591112,13101415,7
11385,1234,67118,59012,13101415,8
11386,1234,67118,591412,1310015,9
11387,1234,67118,591412,1301015,10
11388,1234,67118,501412,1391015,11
11389,1234,60118,571412,1391015,12
11390,1034,62118,571412,1391015,13
11391,134,62118,571412,1391015,14
11392,6134,2118,571412,1391015,15
11393,6134,20118,571412,1391015,16
11394,6034,21118,571412,1391015,17
11395,6304,21118,571412,1391015,18
11396,6340,21118,571412,1391015,19
11397,6348,21110,571412,1391015,20
11398,6348,21011,571412,1391015,21
11399,6348,211411,57012,1391015,22
11400,6348,211411,571012,139015,23
11401,6348,211411,571012,130915,24
11402,6348,211411,501012,137915,25
11403,6348,201411,511012,137915,26
11404,1234,5678,9101112,1314150,0
11405,1234,5678,9101112,1314015,1
11406,1234,5678,910012,13141115,2
11407,1234,5608,910712,13141115,3
11408,1234,5068,910712,13141115,4
11409,1034,5268,910712,13141115,5
11410,134,5268,910712,13141115,6
11411,5134,268,910712,13141115,7
11412,5134,9268,10712,13141115,8
11413,5134,9268,1310712,141115,9
11414,5134,9268,1310712,1401115,10
11415,5134,9268,1310712,1411015,11
11416,5134,9268,1310712,1411150,12
11417,5134,9268,131070,14111512,13
11418,5134,9260,131078,14111512,14
11419,5134,9206,131078,14111512,15
11420,5134,9276,131008,14111512,16
11421,5134,9276,1310158,1411012,17
11422,5134,9276,1310158,1401112,18
11423,5134,9276,130158,14101112,19
11424,5134,9076,132158,14101112,20
11425,5134,9706,132158,14101112,21
11426,5104,9736,132158,14101112,22
11427,5014,9736,132158,14101112,23
11428,5714,9036,132158,14101112,24
11429,5714,936,132158,14101112,25
11430,5714,13936,2158,14101112,26
11431,5714,13936,20158,14101112,27
11432,5714,13936,21508,14101112,28
11433,5714,13906,21538,14101112,29
11434,5704,13916,21538,14101112,30
11435,5074,13916,21538,14101112,31
11436,5974,13016,21538,14101112,32
11437,5974,1316,21538,14101112,33
11438,5974,21316,1538,14101112,34
11439,5974,21316,15038,14101112,35
11440,5974,2016,151338,14101112,36
11441,5974,2106,151338,14101112,37
11442,5974,2160,151338,14101112,38
11443,1234,5678,9101112,1314150,0
11444,1234,5678,910110,13141512,1
11445,1234,5678,910011,13141512,2
11446,1234,5608,910711,13141512,3
11447,1234,5068,910711,13141512,4
11448,1234,568,910711,13141512,5
11449,234,1568,910711,13141512,6
11450,2034,1568,910711,13141512,7
11451,2534,1068,910711,13141512,8
11452,2534,11068,90711,13141512,9
11453,2534,11068,9711,13141512,10
11454,2534,1068,19711,13141512,11
11455,534,21068,19711,13141512,12
11456,5034,21068,19711,13141512,13
11457,51034,2068,19711,13141512,14
11458,51034,268,19711,13141512,15
11459,51034,1268,9711,13141512,16
11460,51034,1268,90711,13141512,17
11461,51034,1268,914711,1301512,18
11462,51034,1268,914711,1315012,19
11463,51034,1268,914011,1315712,20
11464,51034,1268,914110,1315712,21
11465,51034,1260,914118,1315712,22
11466,51034,1206,914118,1315712,23
11467,51034,1026,914118,1315712,24
11468,51034,11426,90118,1315712,25
11469,51034,11426,915118,130712,26
11470,51034,11426,915118,13712,27
11471,51034,11426,15118,913712,28
11472,51034,1426,115118,913712,29
11473,51034,14026,115118,913712,30
11474,51034,141526,10118,913712,31
11475,51034,141526,11108,913712,32
11476,51034,141526,11180,913712,33
11477,51034,141526,111812,91370,34
11478,51034,141526,111812,91307,35
11479,51034,141526,111812,90137,36
11480,51034,141526,10812,911137,37
11481,51034,141526,18012,911137,38
11482,51034,141526,181312,91107,39
11483,51034,141526,181312,90117,40
11484,1234,5678,9101112,1314150,0
11485,1234,5678,9101112,1314015,1
11486,1234,5678,910012,13141115,2
11487,1234,5608,910712,13141115,3
11488,1234,5680,910712,13141115,4
11489,1234,56812,91070,13141115,5
11490,1234,56812,91007,13141115,6
11491,1234,56812,90107,13141115,7
11492,1234,56812,914107,1301115,8
11493,1234,56812,914107,131115,9
11494,1234,56812,14107,9131115,10
11495,1234,56812,140107,9131115,11
11496,1234,50812,146107,9131115,12
11497,1234,58012,146107,9131115,13
11498,1204,58312,146107,9131115,14
11499,1024,58312,146107,9131115,15
11500,124,58312,146107,9131115,16
11501,5124,8312,146107,9131115,17
11502,5124,148312,6107,9131115,18
11503,5124,148312,96107,131115,19
11504,5124,148312,96107,1301115,20
11505,5124,148312,90107,1361115,21
11506,5124,148312,91007,1361115,22
11507,5124,148312,91070,1361115,23
11508,5124,14830,910712,1361115,24
11509,1234,5678,9101112,1314150,0
11510,1234,5678,910110,13141512,1
11511,1234,5670,910118,13141512,2
11512,1234,5607,910118,13141512,3
11513,1204,5637,910118,13141512,4
11514,1024,5637,910118,13141512,5
11515,1624,5037,910118,13141512,6
11516,1624,51037,90118,13141512,7
11517,1624,51037,9118,13141512,8
11518,1624,51037,139118,141512,9
11519,1624,51037,139118,1401512,10
11520,1624,51037,130118,1491512,11
11521,1624,5037,1310118,1491512,12
11522,1624,537,1310118,1491512,13
11523,624,1537,1310118,1491512,14
11524,6024,1537,1310118,1491512,15
11525,6524,1037,1310118,1491512,16
11526,6524,137,1310118,1491512,17
11527,6524,13137,10118,1491512,18
11528,6524,13137,1410118,91512,19
11529,6524,13137,1410118,901512,20
11530,6524,13137,1410118,915012,21
11531,6524,13137,141008,9151112,22
11532,6524,13107,141038,9151112,23
11533,6504,13127,141038,9151112,24
11534,6540,13127,141038,9151112,25
11535,6547,13120,141038,9151112,26
11536,1234,5678,9101112,1314150,0
11537,1234,5678,9101112,1314015,1
11538,1234,5678,9101112,1301415,2
11539,1234,5678,901112,13101415,3
11540,1234,5678,911012,13101415,4
11541,1234,5678,9111412,1310015,5
11542,1234,5678,9111412,1310150,6
11543,1234,5678,911140,13101512,7
11544,1234,5670,911148,13101512,8
11545,1234,5607,911148,13101512,9
11546,1234,56147,91108,13101512,10
11547,1234,56147,911158,1310012,11
11548,1234,56147,911158,1310120,12
11549,1234,56147,911150,1310128,13
11550,1234,56147,911015,1310128,14
11551,1234,56147,901115,1310128,15
11552,1234,56147,91115,1310128,16
11553,1234,6147,591115,1310128,17
11554,234,16147,591115,1310128,18
11555,2034,16147,591115,1310128,19
11556,2634,10147,591115,1310128,20
11557,2634,11407,591115,1310128,21
11558,2604,11437,591115,1310128,22
11559,2640,11437,591115,1310128,23
11560,2647,11430,591115,1310128,24
11561,2647,114315,59110,1310128,25
11562,2647,114315,59011,1310128,26
11563,2647,114315,50911,1310128,27
11564,2647,10315,514911,1310128,28
11565,2647,1315,514911,1310128,29
11566,2647,51315,14911,1310128,30
11567,2647,51315,140911,1310128,31
11568,2647,51315,149011,1310128,32
11569,1234,5678,9101112,1314150,0
11570,1234,5678,910110,13141512,1
11571,1234,5678,910011,13141512,2
11572,1234,5678,901011,13141512,3
11573,1234,5678,9141011,1301512,4
11574,1234,5678,9141011,131512,5
11575,1234,5678,141011,9131512,6
11576,1234,5678,1401011,9131512,7
11577,1234,5678,14131011,901512,8
11578,1234,5678,14131011,915012,9
11579,1234,5678,14131011,915120,10
11580,1234,5678,1413100,9151211,11
11581,1234,5670,1413108,9151211,12
11582,1234,5607,1413108,9151211,13
11583,1204,5637,1413108,9151211,14
11584,1240,5637,1413108,9151211,15
11585,1247,5630,1413108,9151211,16
11586,1247,5603,1413108,9151211,17
11587,1247,5063,1413108,9151211,18
11588,1247,51363,140108,9151211,19
11589,1247,51363,141008,9151211,20
11590,1247,51303,141068,9151211,21
11591,1207,51343,141068,9151211,22
11592,1027,51343,141068,9151211,23
11593,11327,5043,141068,9151211,24
11594,11327,5403,141068,9151211,25
11595,11327,5463,141008,9151211,26
11596,11327,5463,140108,9151211,27
11597,11327,5063,144108,9151211,28
11598,11327,563,144108,9151211,29
11599,1327,1563,144108,9151211,30
11600,13027,1563,144108,9151211,31
11601,13207,1563,144108,9151211,32
11602,13267,1503,144108,9151211,33
11603,13267,15103,14408,9151211,34
11604,1234,5678,9101112,1314150,0
11605,1234,5678,9101112,1314015,1
11606,1234,5678,9101112,1301415,2
11607,1234,5678,901112,13101415,3
11608,1234,5678,911012,13101415,4
11609,1234,5608,911712,13101415,5
11610,1204,5638,911712,13101415,6
11611,1240,5638,911712,13101415,7
11612,1248,5630,911712,13101415,8
11613,1248,5603,911712,13101415,9
11614,1208,5643,911712,13101415,10
11615,1028,5643,911712,13101415,11
11616,1628,5043,911712,13101415,12
11617,1628,51143,90712,13101415,13
11618,1628,51143,97012,13101415,14
11619,1628,51143,97120,13101415,15
11620,1628,51140,97123,13101415,16
11621,1620,51148,97123,13101415,17
11622,1602,51148,97123,13101415,18
11623,1062,51148,97123,13101415,19
11624,11162,5048,97123,13101415,20
11625,11162,5408,97123,13101415,21
11626,11162,54128,9703,13101415,22
11627,11162,54128,9730,13101415,23
11628,11162,54128,97315,1310140,24
11629,11162,54128,97315,1310014,25
11630,11162,54128,97015,1310314,26
11631,11162,54128,90715,1310314,27
11632,11162,54128,9715,1310314,28
11633,11162,4128,59715,1310314,29
11634,11162,40128,59715,1310314,30
11635,11162,41208,59715,1310314,31
11636,11162,41280,59715,1310314,32
11637,11162,412815,5970,1310314,33
11638,11162,412815,59714,131030,34
11639,11162,412815,59714,131003,35
11640,11162,412815,59014,131073,36
11641,11162,412815,50914,131073,37
11642,11162,412815,510914,13073,38
11643,11162,412815,510914,1373,39
11644,11162,412815,10914,51373,40
11645,11162,12815,410914,51373,41
11646,11162,120815,410914,51373,42
11647,11162,128015,410914,51373,43
11648,11162,128915,410014,51373,44
11649,11162,128915,410140,51373,45
11650,11162,12890,4101415,51373,46
11651,11160,12892,4101415,51373,47
11652,11106,12892,4101415,51373,48
11653,1234,5678,9101112,1314150,0
11654,1234,5678,9101112,1314015,1
11655,1234,5678,9101112,1301415,2
11656,1234,5678,9101112,131415,3
11657,1234,5678,101112,9131415,4
11658,1234,5678,1001112,9131415,5
11659,1234,5078,1061112,9131415,6
11660,1234,5708,1061112,9131415,7
11661,1234,57118,106012,9131415,8
11662,1234,57118,1061412,913015,9
11663,1234,57118,1061412,901315,10
11664,1234,57118,1061412,91315,11
11665,1234,57118,61412,1091315,12
11666,1234,7118,561412,1091315,13
11667,1234,70118,561412,1091315,14
11668,1234,76118,501412,1091315,15
11669,1234,76118,514012,1091315,16
11670,1234,7608,5141112,1091315,17
11671,1234,7680,5141112,1091315,18
11672,1230,7684,5141112,1091315,19
11673,1203,7684,5141112,1091315,20
11674,1283,7604,5141112,1091315,21
11675,1283,7064,5141112,1091315,22
11676,1083,7264,5141112,1091315,23
11677,183,7264,5141112,1091315,24
11678,7183,264,5141112,1091315,25
11679,7183,2064,5141112,1091315,26
11680,7083,2164,5141112,1091315,27
11681,7803,2164,5141112,1091315,28
11682,7830,2164,5141112,1091315,29
11683,7834,2160,5141112,1091315,30
11684,7834,2106,5141112,1091315,31
11685,7834,21116,514012,1091315,32
11686,7834,21116,501412,1091315,33
11687,7834,21116,51412,1091315,34
11688,1234,5678,9101112,1314150,0
11689,1234,5678,910110,13141512,1
11690,1234,5678,910011,13141512,2
11691,1234,5678,9101511,1314012,3
11692,1234,5678,9101511,1301412,4
11693,1234,5678,9101511,131412,5
11694,1234,5678,101511,9131412,6
11695,1234,678,5101511,9131412,7
11696,1234,6078,5101511,9131412,8
11697,1034,6278,5101511,9131412,9
11698,1304,6278,5101511,9131412,10
11699,1340,6278,5101511,9131412,11
11700,1348,6270,5101511,9131412,12
11701,1348,62711,510150,9131412,13
11702,1348,62711,5101512,913140,14
11703,1348,62711,5101512,913014,15
11704,1348,62711,510012,9131514,16
11705,1348,62011,510712,9131514,17
11706,1348,60211,510712,9131514,18
11707,1048,63211,510712,9131514,19
11708,1408,63211,510712,9131514,20
11709,1428,63011,510712,9131514,21
11710,1428,63110,510712,9131514,22
11711,1420,63118,510712,9131514,23
11712,1402,63118,510712,9131514,24
11713,1042,63118,510712,9131514,25
