,col1,ans
13699,5273614891101513101214,20
13700,5273614890111513101214,21
13701,5273614809111513101214,22
13702,5273614813911150101214,23
13703,5273614813911151001214,24
13704,5273614813911151012014,25
13705,5273614813901510121114,26
13706,5273614813091510121114,27
13707,5273614801391510121114,28
13708,5273014861391510121114,29
13709,5273104861391510121114,30
13710,5273140861391510121114,31
13711,5203147861391510121114,32
13712,5023147861391510121114,33
13713,5423107861391510121114,34
13714,5423113786091510121114,35
13715,5423113786901510121114,36
13716,1234567891011121314150,0
13717,1234567891011013141512,1
13718,1234567091011813141512,2
13719,1234560791011813141512,3
13720,1234561179100813141512,4
13721,1234561179108013141512,5
13722,1234561179108121314150,6
13723,1234561179108121314015,7
13724,1234561179100121314815,8
13725,1234560791011121314815,9
13726,1204563791011121314815,10
13727,1024563791011121314815,11
13728,124563791011121314815,12
13729,5124063791011121314815,13
13730,5124963701011121314815,14
13731,5124963710011121314815,15
13732,5124963710141112130815,16
13733,5124963710141112138015,17
13734,5124963710140121381115,18
13735,5124963710141201381115,19
13736,5124963010141271381115,20
13737,5124960310141271381115,21
13738,5124906310141271381115,22
13739,5024916310141271381115,23
13740,524916310141271381115,24
13741,9524016310141271381115,25
13742,9524106310141271381115,26
13743,9524160310141271381115,27
13744,9504162310141271381115,28
13745,9054162310141271381115,29
13746,9654102310141271381115,30
13747,1234567891011121314150,0
13748,1234567891011121314015,1
13749,1234567891001213141115,2
13750,1234567890101213141115,3
13751,1234567891410121301115,4
13752,1234567891410120131115,5
13753,1234567801410129131115,6
13754,1234067851410129131115,7
13755,1234607851410129131115,8
13756,1234614785010129131115,9
13757,1234614785131012901115,10
13758,1234614785131012911015,11
13759,1234614785130129111015,12
13760,1234614785131209111015,13
13761,1234614705131289111015,14
13762,1230614745131289111015,15
13763,1203614745131289111015,16
13764,1273614045131289111015,17
13765,1273601445131289111015,18
13766,1273613144501289111015,19
13767,1273613144512089111015,20
13768,1273613144512108911015,21
13769,1273613144512108901115,22
13770,1273613144501089121115,23
13771,1273613144051089121115,24
13772,1273013144651089121115,25
13773,1273130144651089121115,26
13774,1273131404651089121115,27
13775,1273131410465089121115,28
13776,1273131410465809121115,29
13777,1273131410065849121115,30
13778,1273131401065849121115,31
13779,1273131481065049121115,32
13780,1234567891011121314150,0
13781,1234567891011121314015,1
13782,1234567891001213141115,2
13783,1234567890101213141115,3
13784,1234507896101213141115,4
13785,1034527896101213141115,5
13786,134527896101213141115,6
13787,5134027896101213141115,7
13788,5134927806101213141115,8
13789,5134927860101213141115,9
13790,5134907862101213141115,10
13791,5034917862101213141115,11
13792,534917862101213141115,12
13793,9534017862101213141115,13
13794,9534107862101213141115,14
13795,9534170862101213141115,15
13796,9534171086201213141115,16
13797,9534171086021213141115,17
13798,9534171086142121301115,18
13799,9534171086142121311015,19
13800,9534171086140121311215,20
13801,9534170861410121311215,21
13802,9504173861410121311215,22
13803,9054173861410121311215,23
13804,954173861410121311215,24
13805,1954073861410121311215,25
13806,1954673801410121311215,26
13807,1954673814010121311215,27
13808,1954673814100121311215,28
13809,1954670814103121311215,29
13810,1954678014103121311215,30
13811,1950678414103121311215,31
13812,1905678414103121311215,32
13813,1095678414103121311215,33
13814,1795608414103121311215,34
13815,1795680414103121311215,35
13816,1795683414100121311215,36
13817,1795683414010121311215,37
13818,1795683401410121311215,38
13819,1234567891011121314150,0
13820,1234567891011121314015,1
13821,1234567891001213141115,2
13822,1234567890101213141115,3
13823,1234567891410121301115,4
13824,1234567891410121311015,5
13825,1234567891401213111015,6
13826,1234560891471213111015,7
13827,1234568091471213111015,8
13828,1230568491471213111015,9
13829,1203568491471213111015,10
13830,1283560491471213111015,11
13831,1283506491471213111015,12
13832,1283514649071213111015,13
13833,1283514640971213111015,14
13834,1283014645971213111015,15
13835,1283140645971213111015,16
13836,1283146045971213111015,17
13837,1283146745901213111015,18
13838,1283146745091213111015,19
13839,1283146740591213111015,20
13840,1283067414591213111015,21
13841,1283607414591213111015,22
13842,1283670414591213111015,23
13843,1283674014591213111015,24
13844,1283674121459013111015,25
13845,1283674121450913111015,26
13846,1283670121454913111015,27
13847,1283671201454913111015,28
13848,1280671231454913111015,29
13849,1208671231454913111015,30
13850,1234567891011121314150,0
13851,1234567891011121314015,1
13852,1234567891001213141115,2
13853,1234567890101213141115,3
13854,1234507896101213141115,4
13855,1034527896101213141115,5
13856,134527896101213141115,6
13857,5134027896101213141115,7
13858,5134207896101213141115,8
13859,5134270896101213141115,9
13860,5104273896101213141115,10
13861,5014273896101213141115,11
13862,514273896101213141115,12
13863,2514073896101213141115,13
13864,2514703896101213141115,14
13865,2014753896101213141115,15
13866,2104753896101213141115,16
13867,2134750896101213141115,17
13868,2134751089601213141115,18
13869,2134751089612013141115,19
13870,2134751089612151314110,20
13871,2134751089612151314011,21
13872,2134751089612151301411,22
13873,2134751089612150131411,23
13874,2134751080612159131411,24
13875,2134751086012159131411,25
13876,2134751086120159131411,26
13877,2134750861210159131411,27
13878,2134758061210159131411,28
13879,1234567891011121314150,0
13880,1234567891011121314015,1
13881,1234567891001213141115,2
13882,1234560891071213141115,3
13883,1234506891071213141115,4
13884,1234510689071213141115,5
13885,1234510689701213141115,6
13886,1234510689712013141115,7
13887,1234510689712151314110,8
13888,1234510689712151314011,9
13889,1234510689712151301411,10
13890,1234510689712150131411,11
13891,1234510680712159131411,12
13892,1234510687012159131411,13
13893,1234506871012159131411,14
13894,1034526871012159131411,15
13895,1304526871012159131411,16
13896,1364520871012159131411,17
13897,1364521287100159131411,18
13898,1364521287010159131411,19
13899,1364521287131015901411,20
13900,1364521287131015091411,21
13901,1364521280131015791411,22
13902,1234567891011121314150,0
13903,1234567891011013141512,1
13904,1234567891001113141512,2
13905,1234560891071113141512,3
13906,1234568091071113141512,4
13907,1230568491071113141512,5
13908,1203568491071113141512,6
13909,1283560491071113141512,7
13910,1283567491001113141512,8
13911,1283567490101113141512,9
13912,1283567491410111301512,10
13913,1283567491410111315012,11
13914,1283567491410111315120,12
13915,1283567491410013151211,13
13916,1283567091410413151211,14
13917,1280567391410413151211,15
13918,1208567391410413151211,16
13919,1278560391410413151211,17
13920,1278506391410413151211,18
13921,1278056391410413151211,19
13922,1278956301410413151211,20
13923,1278956313141040151211,21
13924,1278956313141041501211,22
13925,1278956313010415141211,23
13926,1278956313100415141211,24
13927,1278950313106415141211,25
13928,1278905313106415141211,26
13929,1078925313106415141211,27
13930,178925313106415141211,28
13931,9178025313106415141211,29
13932,9178205313106415141211,30
13933,9178250313106415141211,31
13934,9178253013106415141211,32
13935,9178253413106015141211,33
13936,9178253413106111514120,34
13937,1234567891011121314150,0
13938,1234567891011121314015,1
13939,1234567891011121301415,2
13940,1234567890111213101415,3
13941,1234567891101213101415,4
13942,1234567891112013101415,5
13943,1234567091112813101415,6
13944,1234560791112813101415,7
13945,1234506791112813101415,8
13946,1234511679012813101415,9
13947,1234511670912813101415,10
13948,1234011675912813101415,11
13949,234111675912813101415,12
13950,2034111675912813101415,13
13951,2304111675912813101415,14
13952,2340111675912813101415,15
13953,2347111605912813101415,16
13954,2347111685912013101415,17
13955,2347111685901213101415,18
13956,2347111085961213101415,19
13957,2307111485961213101415,20
13958,2037111485961213101415,21
13959,2113710485961213101415,22
13960,2113719485061213101415,23
13961,2113719485106121301415,24
13962,2113719485106120131415,25
13963,2113719480106125131415,26
13964,2113719481006125131415,27
13965,2113719481060125131415,28
13966,2113719081064125131415,29
13967,2110719381064125131415,30
13968,2011719381064125131415,31
13969,2911710381064125131415,32
13970,1234567891011121314150,0
13971,1234567891011013141512,1
13972,1234567091011813141512,2
13973,1234560791011813141512,3
13974,1234561179100813141512,4
13975,1234561179010813141512,5
13976,1234501179610813141512,6
13977,1034521179610813141512,7
13978,1304521179610813141512,8
13979,1311452079610813141512,9
13980,1311450279610813141512,10
13981,1011453279610813141512,11
13982,111453279610813141512,12
13983,5111403279610813141512,13
13984,5111493270610813141512,14
13985,5111493276010813141512,15
13986,5111490276310813141512,16
13987,5111492076310813141512,17
13988,5104921176310813141512,18
13989,5140921176310813141512,19
13990,5147921106310813141512,20
13991,1234567891011121314150,0
13992,1234567891011121314015,1
13993,1234567891001213141115,2
13994,1234560891071213141115,3
13995,1234568091071213141115,4
13996,1230568491071213141115,5
13997,1203568491071213141115,6
13998,1283560491071213141115,7
13999,1283567491001213141115,8
14000,1283567491012013141115,9
14001,1283567091012413141115,10
14002,1283560791012413141115,11
14003,1283506791012413141115,12
14004,1283056791012413141115,13
14005,1283956701012413141115,14
14006,1283956710012413141115,15
14007,1283906710512413141115,16
14008,1083926710512413141115,17
14009,183926710512413141115,18
14010,9183026710512413141115,19
14011,9183206710512413141115,20
14012,9183256710012413141115,21
14013,9183256701012413141115,22
14014,9183056721012413141115,23
14015,9183506721012413141115,24
14016,9183510672012413141115,25
14017,9183510672141241301115,26
14018,1234567891011121314150,0
14019,1234567891011121314015,1
14020,1234567891001213141115,2
14021,1234560891071213141115,3
14022,1204563891071213141115,4
14023,1024563891071213141115,5
14024,1624503891071213141115,6
14025,1624530891071213141115,7
14026,1604532891071213141115,8
14027,1640532891071213141115,9
14028,1648532091071213141115,10
14029,1648530291071213141115,11
14030,1648503291071213141115,12
14031,1648510329071213141115,13
14032,1648510320971213141115,14
14033,1648010325971213141115,15
14034,1648100325971213141115,16
14035,1048106325971213141115,17
14036,1408106325971213141115,18
14037,1480106325971213141115,19
14038,1482106305971213141115,20
14039,1482106312597013141115,21
14040,1482106312590713141115,22
14041,1482106312509713141115,23
14042,1482106312514971301115,24
14043,1482106312514971311015,25
14044,1482106312514071311915,26
14045,1482106012514371311915,27
14046,1482100612514371311915,28
14047,1482101461250371311915,29
14048,1482101461253071311915,30
14049,1234567891011121314150,0
14050,1234567891011013141512,1
14051,1234567891001113141512,2
14052,1234567890101113141512,3
14053,1234507896101113141512,4
14054,1034527896101113141512,5
14055,1304527896101113141512,6
14056,1374520896101113141512,7
14057,1374521089601113141512,8
14058,1374521089611013141512,9
14059,1374521009611813141512,10
14060,1374520109611813141512,11
14061,1374502109611813141512,12
14062,1374052109611813141512,13
14063,374152109611813141512,14
14064,3074152109611813141512,15
14065,3574102109611813141512,16
14066,3574162109011813141512,17
14067,3574162100911813141512,18
14068,3574062101911813141512,19
14069,3574602101911813141512,20
14070,3574620101911813141512,21
14071,3574621110190813141512,22
14072,3574621110198013141512,23
14073,3574621110198121314150,24
14074,3574621110198121314015,25
14075,3574621110198121301415,26
14076,3574621110108121391415,27
14077,3574621110180121391415,28
14078,3574621110181412139015,29
14079,3574621110181412130915,30
14080,3574621110181412013915,31
14081,3574621110081412113915,32
14082,3574621110801412113915,33
14083,3574621110813141210915,34
14084,3574621110813141219015,35
14085,3574621110813141219150,36
14086,1234567891011121314150,0
14087,1234567891011013141512,1
14088,1234567891001113141512,2
14089,1234567891015111314012,3
14090,1234567891015111301412,4
14091,1234567890151113101412,5
14092,1234507896151113101412,6
14093,1034527896151113101412,7
14094,1304527896151113101412,8
14095,1340527896151113101412,9
14096,1348527096151113101412,10
14097,1348527119615013101412,11
14098,1348527119601513101412,12
14099,1348527119614151310012,13
14100,1348527119614151310120,14
14101,1348527119614013101215,15
14102,1348527119601413101215,16
14103,1348527119061413101215,17
14104,1348507119261413101215,18
14105,1348570119261413101215,19
14106,1348571109261413101215,20
14107,1234567891011121314150,0
14108,1234567891011013141512,1
14109,1234567891001113141512,2
14110,1234560891071113141512,3
14111,1234568091071113141512,4
14112,1230568491071113141512,5
14113,1203568491071113141512,6
14114,1023568491071113141512,7
14115,1623508491071113141512,8
14116,1623058491071113141512,9
14117,1623958401071113141512,10
14118,1234567891011121314150,0
14119,1234567891011121314015,1
14120,1234567891011121301415,2
14121,1234567890111213101415,3
14122,1234567809111213101415,4
14123,1234067859111213101415,5
14124,1234607859111213101415,6
14125,1234670859111213101415,7
14126,1234678059111213101415,8
14127,1230678459111213101415,9
14128,1203678459111213101415,10
14129,1283670459111213101415,11
14130,1283674059111213101415,12
14131,1283674125911013101415,13
14132,1283674125911151310140,14
14133,1283674125911151310014,15
14134,1283674125911151301014,16
14135,1283674125011151391014,17
14136,1283604125711151391014,18
14137,1283064125711151391014,19
14138,1283564120711151391014,20
14139,1283564127011151391014,21
14140,1283564127110151391014,22
14141,1283564127111501391014,23
14142,1283564127111514139100,24
14143,1283564127111514139010,25
14144,1283564127111514130910,26
14145,1283564127111514013910,27
14146,1283564120111514713910,28
14147,1283564121101514713910,29
14148,1283504121161514713910,30
14149,1283054121161514713910,31
14150,283154121161514713910,32
14151,1234567891011121314150,0
14152,1234567891011013141512,1
14153,1234567091011813141512,2
14154,1234560791011813141512,3
14155,1234506791011813141512,4
14156,1234056791011813141512,5
14157,1234956701011813141512,6
14158,1234956713101180141512,7
14159,1234956713101181401512,8
14160,1234956713101181415012,9
14161,1234956713100814151112,10
14162,1234956713010814151112,11
14163,1234906713510814151112,12
14164,1234096713510814151112,13
14165,234196713510814151112,14
14166,2034196713510814151112,15
14167,2934106713510814151112,16
14168,2934160713510814151112,17
14169,2904163713510814151112,18
14170,2094163713510814151112,19
14171,2694103713510814151112,20
14172,2694153713010814151112,21
14173,2694153713100814151112,22
14174,2694150713103814151112,23
14175,2694105713103814151112,24
14176,2694015713103814151112,25
14177,2694131570103814151112,26
14178,2694131571003814151112,27
14179,2694130571013814151112,28
14180,2694013571013814151112,29
14181,2694101357013814151112,30
14182,1234567891011121314150,0
14183,1234567891011013141512,1
14184,1234567891001113141512,2
14185,1234567890101113141512,3
14186,1234567809101113141512,4
14187,1234067859101113141512,5
14188,1234607859101113141512,6
14189,1234670859101113141512,7
14190,1234671085901113141512,8
14191,1234671085091113141512,9
14192,1234671085149111301512,10
14193,1234671085149111315012,11
14194,1234671085140111315912,12
14195,1234671085141101315912,13
14196,1234671085141112131590,14
14197,1234671085141112131509,15
14198,1234671085140121315119,16
14199,1234670851410121315119,17
14200,1234607851410121315119,18
14201,1234614785010121315119,19
14202,1234614785151012130119,20
14203,1234614785151012131109,21
14204,1234614785150121311109,22
14205,1234614785015121311109,23
14206,1234614785111512130109,24
14207,1234614785111512013109,25
14208,1234614780111512513109,26
14209,1234014786111512513109,27
14210,1234140786111512513109,28
14211,1034142786111512513109,29
14212,134142786111512513109,30
14213,1234567891011121314150,0
14214,1234567891011013141512,1
14215,1234567091011813141512,2
14216,1234560791011813141512,3
14217,1234561179100813141512,4
14218,1234561179010813141512,5
14219,1234561179141081301512,6
14220,1234561179141081315012,7
14221,1234561179141081315120,8
14222,1234561179141001315128,9
14223,1234561179140101315128,10
14224,1234561179141210131508,11
14225,1234561179141210130158,12
14226,1234561179012101314158,13
14227,1234561179120101314158,14
14228,1234560791211101314158,15
14229,1204563791211101314158,16
14230,1024563791211101314158,17
14231,1624503791211101314158,18
14232,1624512379011101314158,19
14233,1624512379141110130158,20
14234,1624512379141110131508,21
14235,1624512379140101315118,22
14236,1624512079143101315118,23
14237,1624512709143101315118,24
14238,1234567891011121314150,0
14239,1234567891011013141512,1
14240,1234567091011813141512,2
14241,1234560791011813141512,3
14242,1234561179100813141512,4
14243,1234561179010813141512,5
14244,1234561179141081301512,6
14245,1234561179141080131512,7
14246,1234561170141089131512,8
14247,1234561171401089131512,9
14248,1234561171410089131512,10
14249,1234561171410158913012,11
14250,1234561171410158913120,12
14251,1234561171410150913128,13
14252,1234561101410157913128,14
14253,1234560111410157913128,15
14254,1234506111410157913128,16
14255,1234056111410157913128,17
14256,1234145611010157913128,18
14257,1234145611910157013128,19
14258,1234145611910157130128,20
14259,1234145611901571310128,21
14260,1234145611091571310128,22
14261,1234056111491571310128,23
14262,1234506111491571310128,24
14263,1234567891011121314150,0
14264,1234567891011013141512,1
14265,1234567091011813141512,2
14266,1230567491011813141512,3
14267,1203567491011813141512,4
14268,1023567491011813141512,5
14269,1623507491011813141512,6
14270,1623570491011813141512,7
14271,1623571149100813141512,8
14272,1623571149101581314012,9
14273,1623571149101581301412,10
14274,1623571149015813101412,11
14275,1623571140915813101412,12
14276,1623071145915813101412,13
14277,1623701145915813101412,14
14278,1023761145915813101412,15
14279,123761145915813101412,16
14280,7123061145915813101412,17
14281,7123561140915813101412,18
14282,7123561141391580101412,19
14283,7123561141391581001412,20
14284,7123561141391581014012,21
14285,7123561141391581014120,22
14286,7123561141391501014128,23
14287,7123561141390151014128,24
14288,7123561141309151014128,25
14289,7123561141314915100128,26
14290,1234567891011121314150,0
14291,1234567891011121314015,1
14292,1234567891011121301415,2
14293,1234567890111213101415,3
14294,1234507896111213101415,4
14295,1234570896111213101415,5
14296,1234571189601213101415,6
14297,1234571189612013101415,7
14298,1234571189612151310140,8
14299,1234571189612151310014,9
14300,1234571189612151301014,10
14301,1234571189612150131014,11
14302,1234571180612159131014,12
14303,1234571186012159131014,13
14304,1234571186131215901014,14
14305,1234571186131215910014,15
14306,1234571186130159101214,16
14307,1234570861311159101214,17
14308,1204573861311159101214,18
14309,1024573861311159101214,19
14310,1724503861311159101214,20
14311,1724513386011159101214,21
14312,1724513386110159101214,22
14313,1724513086113159101214,23
14314,1724513806113159101214,24
14315,1724513815611309101214,25
14316,1724513815611039101214,26
14317,1724513815601139101214,27
14318,1724508156131139101214,28
14319,1024578156131139101214,29
14320,124578156131139101214,30
14321,1234567891011121314150,0
14322,1234567891011013141512,1
14323,1234567891001113141512,2
14324,1234567890101113141512,3
14325,1234507896101113141512,4
14326,1034527896101113141512,5
14327,1304527896101113141512,6
14328,1340527896101113141512,7
14329,1348527096101113141512,8
14330,1348520796101113141512,9
14331,1348502796101113141512,10
14332,1348562790101113141512,11
14333,1348562709101113141512,12
14334,1348562713910110141512,13
14335,1348562713910111401512,14
14336,1348562713910111415012,15
14337,1348562713901114151012,16
14338,1348560713921114151012,17
14339,1348506713921114151012,18
14340,1348596713021114151012,19
14341,1348596713152111401012,20
14342,1348596713152111410012,21
14343,1348596713150111410212,22
14344,1348596713151101410212,23
14345,1348596013151171410212,24
14346,1234567891011121314150,0
14347,1234567891011121314015,1
14348,1234567891001213141115,2
14349,1234567890101213141115,3
14350,1234507896101213141115,4
14351,1234570896101213141115,5
14352,1234571089601213141115,6
14353,1234571089611121314015,7
14354,1234571089611121301415,8
14355,1234571089011121361415,9
14356,1234571080911121361415,10
14357,1234071085911121361415,11
14358,1234701085911121361415,12
14359,1234710085911121361415,13
14360,1234710805911121361415,14
14361,1230710845911121361415,15
14362,1203710845911121361415,16
14363,1283710045911121361415,17
14364,1283710405911121361415,18
14365,1283710412591101361415,19
14366,1283710412591115136140,20
14367,1283710412591115136014,21
14368,1283710412590151361114,22
14369,1283710412509151361114,23
14370,1283704125109151361114,24
14371,1283074125109151361114,25
14372,283174125109151361114,26
14373,2083174125109151361114,27
14374,2803174125109151361114,28
14375,1234567891011121314150,0
14376,1234567891011121314015,1
14377,1234567891001213141115,2
14378,1234567890101213141115,3
14379,1234567891410121301115,4
14380,1234567891410120131115,5
14381,1234567801410129131115,6
14382,1234067851410129131115,7
14383,234167851410129131115,8
14384,2034167851410129131115,9
14385,2634107851410129131115,10
14386,2634114785010129131115,11
14387,2634114785100129131115,12
14388,2634114785101112913015,13
14389,2634114785101112901315,14
14390,1234567891011121314150,0
14391,1234567891011121314015,1
14392,1234567891001213141115,2
14393,1234560891071213141115,3
14394,1234568091071213141115,4
14395,1234568129107013141115,5
14396,1234568129100713141115,6
14397,1234560129108713141115,7
14398,1234561209108713141115,8
14399,1230561249108713141115,9
14400,1203561249108713141115,10
14401,1212356049108713141115,11
14402,1212356849100713141115,12
14403,1212356849010713141115,13
14404,1212356849141071301115,14
14405,1212356849141070131115,15
14406,1212356840141079131115,16
14407,1212306845141079131115,17
14408,212316845141079131115,18
14409,2012316845141079131115,19
14410,2612310845141079131115,20
14411,2612311484501079131115,21
14412,2612311484510079131115,22
14413,2612311484510709131115,23
14414,2612311480510749131115,24
14415,2612011483510749131115,25
14416,2601211483510749131115,26
14417,2061211483510749131115,27
14418,2146121083510749131115,28
14419,1234567891011121314150,0
14420,1234567891011013141512,1
14421,1234567891001113141512,2
14422,1234560891071113141512,3
14423,1234568091071113141512,4
14424,1230568491071113141512,5
14425,1203568491071113141512,6
14426,1283560491071113141512,7
14427,1283567491001113141512,8
14428,1283567490101113141512,9
14429,1283507496101113141512,10
14430,1283057496101113141512,11
14431,1283957406101113141512,12
14432,1283957460101113141512,13
14433,1283957461410111301512,14
14434,1283957461410111315012,15
14435,1283957461401113151012,16
14436,1283957461411013151012,17
14437,1283957061411413151012,18
14438,1234567891011121314150,0
14439,1234567891011013141512,1
14440,1234567091011813141512,2
14441,1234560791011813141512,3
14442,1234506791011813141512,4
14443,1234510679011813141512,5
14444,1234510679110813141512,6
14445,1234510079116813141512,7
14446,1204510379116813141512,8
14447,1024510379116813141512,9
14448,1102450379116813141512,10
14449,1102405379116813141512,11
14450,1102495370116813141512,12
14451,1102495371106813141512,13
14452,1102495371114681301512,14
14453,1102495371114680131512,15
14454,1102495370146811131512,16
14455,1102495371406811131512,17
14456,1102495371460811131512,18
14457,1102495371461581113012,19
14458,1102495371461581101312,20
14459,1102495371401581161312,21
14460,1102495370141581161312,22
14461,1102495371114158061312,23
14462,1102495371114158601312,24
14463,1102495371101586141312,25
14464,1102495371115086141312,26
14465,1102495371115806141312,27
14466,1102495371115812614130,28
14467,1102495371115812614013,29
14468,1102495371115012614813,30
14469,1102495371115120614813,31
14470,1102495301115127614813,32
14471,1102095341115127614813,33
14472,1100295341115127614813,34
14473,1010295341115127614813,35
14474,1510290341115127614813,36
14475,1510209341115127614813,37
14476,1510211934015127614813,38
14477,1510211934150127614813,39
14478,1510211034159127614813,40
14479,1234567891011121314150,0
14480,1234567891011013141512,1
14481,1234567891001113141512,2
14482,1234560891071113141512,3
14483,1234568091071113141512,4
14484,1234568119107013141512,5
14485,1234568119100713141512,6
14486,1234568119101571314012,7
14487,1234568119101571301412,8
14488,1234568119015713101412,9
14489,1234568119150713101412,10
14490,1234568119151471310012,11
14491,1234568119151471310120,12
14492,1234568119151401310127,13
14493,1234568119150141310127,14
14494,1234568119015141310127,15
14495,1234568119101514130127,16
14496,1234567891011121314150,0
14497,1234567891011121314015,1
14498,1234567891011121301415,2
14499,1234567890111213101415,3
14500,1234567891101213101415,4
14501,1234560891171213101415,5
14502,1204563891171213101415,6
14503,1024563891171213101415,7
14504,1624503891171213101415,8
14505,1624511389071213101415,9
14506,1624511380971213101415,10
14507,1624511381397120101415,11
14508,1624511381397121001415,12
14509,1624511381307121091415,13
14510,1624511381370121091415,14
14511,1624511081373121091415,15
14512,1624511801373121091415,16
14513,1620511841373121091415,17
14514,1602511841373121091415,18
14515,1682511041373121091415,19
14516,1682501141373121091415,20
14517,1234567891011121314150,0
14518,1234567891011121314015,1
14519,1234567891011121301415,2
14520,1234567891011120131415,3
14521,1234567801011129131415,4
14522,1234567810011129131415,5
14523,1234567810110129131415,6
14524,1234567810111412913015,7
14525,1234567810111412901315,8
14526,1234567810014129111315,9
14527,1234567801014129111315,10
14528,1234567891014120111315,11
14529,1234567891014121101315,12
14530,1234567890141211101315,13
14531,1234567891401211101315,14
14532,1234567891412011101315,15
14533,1234567091412811101315,16
14534,1230567491412811101315,17
14535,1203567491412811101315,18
14536,1273560491412811101315,19
14537,1273561249140811101315,20
14538,1273561249148011101315,21
14539,1273561209148411101315,22
14540,1234567891011121314150,0
14541,1234567891011013141512,1
14542,1234567891001113141512,2
14543,1234567891015111314012,3
14544,1234567891015111301412,4
14545,1234567891015110131412,5
14546,1234567801015119131412,6
14547,1234067851015119131412,7
14548,234167851015119131412,8
14549,2034167851015119131412,9
14550,2634107851015119131412,10
14551,2634170851015119131412,11
14552,2634171585100119131412,12
14553,2634171585101411913012,13
14554,2634171585101411913120,14
14555,2634171585101409131211,15
14556,2634171505101489131211,16
14557,2634170155101489131211,17
14558,2634171415510089131211,18
14559,2634171415501089131211,19
14560,2634101415571089131211,20
14561,2634114015571089131211,21
14562,2634114150571089131211,22
14563,2630114154571089131211,23
14564,2603114154571089131211,24
14565,1234567891011121314150,0
14566,1234567891011013141512,1
14567,1234567091011813141512,2
14568,1234560791011813141512,3
14569,1204563791011813141512,4
14570,1024563791011813141512,5
14571,124563791011813141512,6
14572,5124063791011813141512,7
14573,5124603791011813141512,8
14574,5124610379011813141512,9
14575,5124610379110813141512,10
14576,5124610079113813141512,11
14577,5124601079113813141512,12
14578,5124611107903813141512,13
14579,5124611107930813141512,14
14580,5124611107931581314012,15
14581,5124611107931581314120,16
14582,5124611107931501314128,17
14583,5124611100931571314128,18
14584,5124611010931571314128,19
14585,5124611151093071314128,20
14586,5124611151090371314128,21
14587,5124601510911371314128,22
14588,5024611510911371314128,23
14589,5204611510911371314128,24
14590,5240611510911371314128,25
14591,5241061150911371314128,26
14592,5241061157911301314128,27
14593,5241061157911381314120,28
14594,1234567891011121314150,0
14595,1234567891011013141512,1
14596,1234567891001113141512,2
14597,1234560891071113141512,3
14598,1204563891071113141512,4
14599,1240563891071113141512,5
14600,1248563091071113141512,6
14601,1248563119107013141512,7
14602,1248563119100713141512,8
14603,1248560119103713141512,9
14604,1248561109103713141512,10
14605,1240561189103713141512,11
14606,1204561189103713141512,12
14607,1024561189103713141512,13
14608,124561189103713141512,14
14609,5124061189103713141512,15
14610,5124961180103713141512,16
14611,5124961181003713141512,17
14612,5124901181063713141512,18
14613,5124091181063713141512,19
14614,5124109118063713141512,20
14615,5124109118136370141512,21
14616,5124109118136371401512,22
14617,5124109118130371461512,23
14618,5124100118139371461512,24
14619,5124010118139371461512,25
14620,5124131011809371461512,26
14621,1234567891011121314150,0
14622,1234567891011121314015,1
14623,1234567891011121301415,2
14624,1234567890111213101415,3
14625,1234567891101213101415,4
14626,1234567891112013101415,5
14627,1234567891112151310140,6
14628,1234567891112151310014,7
14629,1234567891101513101214,8
14630,1234567890111513101214,9
14631,1234507896111513101214,10
14632,1034527896111513101214,11
14633,1304527896111513101214,12
14634,1374520896111513101214,13
14635,1374502896111513101214,14
14636,1074532896111513101214,15
14637,1704532896111513101214,16
14638,1740532896111513101214,17
14639,1748532096111513101214,18
14640,1748532159611013101214,19
14641,1748532159601113101214,20
14642,1748530159621113101214,21
14643,1748503159621113101214,22
14644,1748053159621113101214,23
14645,748153159621113101214,24
14646,7048153159621113101214,25
14647,7408153159621113101214,26
14648,7438150159621113101214,27
14649,7438105159621113101214,28
14650,7438015159621113101214,29
14651,7438915150621113101214,30
14652,7438915156021113101214,31
14653,7438915156201113101214,32
14654,1234567891011121314150,0
14655,1234567891011013141512,1
14656,1234567891001113141512,2
14657,1234567891015111314012,3
14658,1234567891015111301412,4
14659,1234567891015110131412,5
14660,1234567801015119131412,6
14661,1234567810015119131412,7
14662,1234507810615119131412,8
14663,1034527810615119131412,9
14664,134527810615119131412,10
14665,5134027810615119131412,11
14666,5134102780615119131412,12
14667,5134102789615110131412,13
14668,5134102789615111301412,14
14669,5134102789615111314012,15
14670,5134102789615111314120,16
14671,5134102789615013141211,17
14672,5134102789601513141211,18
14673,5134102089671513141211,19
14674,5134102809671513141211,20
14675,5134102815967013141211,21
14676,5134102815960713141211,22
14677,5134102815906713141211,23
14678,5134102815096713141211,24
14679,1234567891011121314150,0
14680,1234567891011013141512,1
14681,1234567091011813141512,2
14682,1230567491011813141512,3
14683,1203567491011813141512,4
14684,1273560491011813141512,5
14685,1273561149100813141512,6
14686,1273561149010813141512,7
14687,1273561140910813141512,8
14688,1273061145910813141512,9
14689,273161145910813141512,10
14690,2073161145910813141512,11
14691,2703161145910813141512,12
14692,2711316045910813141512,13
14693,2711316405910813141512,14
14694,2711316485910013141512,15
14695,2711316485910121314150,16
14696,2711316485910121314015,17
14697,2711316485901213141015,18
14698,2711316085941213141015,19
14699,2703161185941213141015,20
