col1,ans
375208461,22
375028461,23
375428061,24
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
413075826,9
413875026,10
413875206,11
413875260,12
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136428750,6
136428705,7
136408725,8
106438725,9
16438725,10
416038725,11
416308725,12
406318725,13
460318725,14
468310725,15
468301725,16
468031725,17
468731025,18
468731205,19
468731250,20
468730251,21
468703251,22
468073251,23
68473251,24
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253176408,7
253176480,8
253170486,9
253107486,10
253017486,11
253417086,12
253417806,13
253407816,14
203457816,15
230457816,16
237450816,17
237456810,18
237456801,19
237406851,20
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135402786,6
135042786,7
135742086,8
135742806,9
135742860,10
135740862,11
130745862,12
103745862,13
13745862,14
713045862,15
713405862,16
703415862,17
73415862,18
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483760,6
152480763,7
152408763,8
152048763,9
152748063,10
152748603,11
152708643,12
152078643,13
52178643,14
502178643,15
572108643,16
572180643,17
570182643,18
507182643,19
587102643,20
587142603,21
587142630,22
587140632,23
587104632,24
587134602,25
587134062,26
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
52143786,6
502143786,7
542103786,8
542183706,9
542183076,10
542083176,11
542803176,12
542873106,13
542873160,14
542870163,15
542807163,16
542867103,17
542867013,18
542067813,19
42567813,20
402567813,21
462507813,22
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
103428765,7
130428765,8
138420765,9
138425760,10
138425706,11
138425076,12
138025476,13
38125476,14
308125476,15
328105476,16
328015476,17
328415076,18
328415706,19
328415760,20
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
103428765,7
13428765,8
413028765,9
413208765,10
403218765,11
430218765,12
438210765,13
438215760,14
438215706,15
438215076,16
438015276,17
438105276,18
408135276,19
48135276,20
148035276,21
148235076,22
148235706,23
148205736,24
148250736,25
148256730,26
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
243106758,6
243156708,7
243156078,8
243056178,9
243506178,10
243560178,11
243568170,12
243568107,13
243508167,14
243580167,15
240583167,16
204583167,17
284503167,18
284530167,19
284537160,20
284537106,21
284537016,22
284037516,23
284307516,24
284370516,25
280374516,26
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412753086,6
412753806,7
412703856,8
412730856,9
410732856,10
401732856,11
431702856,12
431072856,13
31472856,14
301472856,15
371402856,16
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
123568470,6
123568407,7
123508467,8
123580467,9
120583467,10
102583467,11
12583467,12
512083467,13
512803467,14
512863407,15
512863047,16
512063847,17
512603847,18
502613847,19
520613847,20
523610847,21
523601847,22
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135426078,8
135026478,9
135206478,10
135276408,11
135276048,12
135076248,13
35176248,14
305176248,15
375106248,16
375146208,17
375146280,18
375140286,19
370145286,20
307145286,21
347105286,22
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
403215786,7
430215786,8
435210786,9
435216780,10
435216708,11
435216078,12
435016278,13
435106278,14
435160278,15
435168270,16
435168207,17
435108267,18
405138267,19
450138267,20
458130267,21
458103267,22
458163207,23
458163027,24
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
13526478,6
513026478,7
513206478,8
513260478,9
513268470,10
513268407,11
513268047,12
513068247,13
513608247,14
513680247,15
510683247,16
501683247,17
51683247,18
651083247,19
651283047,20
651283407,21
651283470,22
651280473,23
651208473,24
651278403,25
651278430,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123076548,7
23176548,8
203176548,9
273106548,10
273016548,11
273516048,12
273516408,13
273506418,14
273560418,15
273568410,16
273568401,17
273508461,18
273058461,19
273458061,20
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135402786,6
105432786,7
15432786,8
415032786,9
415732086,10
415732806,11
415732860,12
415730862,13
415703862,14
415763802,15
415763082,16
415063782,17
415603782,18
405613782,19
45613782,20
645013782,21
645713082,22
645713802,23
645703812,24
605743812,25
65743812,26
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
103428765,7
13428765,8
413028765,9
413728065,10
413728605,11
413708625,12
403718625,13
43718625,14
743018625,15
743108625,16
743180625,17
740183625,18
704183625,19
784103625,20
784130625,21
784135620,22
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
230145786,6
235140786,7
235104786,8
235184706,9
235184076,10
235084176,11
235804176,12
235874106,13
235874160,14
235870164,15
235807164,16
205837164,17
250837164,18
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152430786,5
150432786,6
105432786,7
15432786,8
415032786,9
415732086,10
415732806,11
415702836,12
405712836,13
45712836,14
745012836,15
745812036,16
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
130526478,6
136520478,7
136528470,8
136528407,9
136528047,10
136028547,11
136208547,12
106238547,13
16238547,14
216038547,15
216308547,16
216380547,17
210386547,18
201386547,19
281306547,20
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583076,8
412083576,9
412803576,10
402813576,11
42813576,12
842013576,13
842513076,14
842513706,15
842513760,16
842510763,17
842501763,18
842561703,19
842561730,20
842560731,21
840562731,22
804562731,23
864502731,24
864052731,25
864752031,26
864752301,27
864752310,28
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483076,6
152083476,7
152803476,8
152830476,9
152836470,10
152836407,11
152806437,12
152860437,13
150862437,14
105862437,15
165802437,16
165082437,17
165482037,18
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483760,6
152480763,7
152408763,8
152048763,9
52148763,10
502148763,11
542108763,12
542168703,13
542168073,14
542068173,15
42568173,16
402568173,17
462508173,18
462578103,19
462578130,20
462570138,21
462507138,22
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583760,8
412580763,9
412508763,10
402518763,11
420518763,12
428510763,13
428501763,14
428561703,15
428561730,16
428560731,17
428506731,18
408526731,19
480526731,20
486520731,21
486502731,22
123456780,0
123450786,1
123405786,2
123485706,3
123485076,4
123085476,5
123805476,6
123850476,7
123856470,8
123856407,9
123806457,10
103826457,11
13826457,12
813026457,13
813426057,14
813426507,15
813406527,16
803416527,17
830416527,18
836410527,19
836401527,20
836041527,21
36841527,22
306841527,23
360841527,24
361840527,25
361804527,26
301864527,27
31864527,28
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483076,6
152083476,7
152803476,8
152830476,9
152836470,10
152836407,11
152836047,12
152036847,13
152306847,14
102356847,15
120356847,16
126350847,17
126305847,18
106325847,19
160325847,20
165320847,21
165327840,22
165327804,23
165307824,24
105367824,25
15367824,26
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412530786,7
410532786,8
401532786,9
41532786,10
541032786,11
541302786,12
541320786,13
541326780,14
541326708,15
541326078,16
541026378,17
541206378,18
541260378,19
541268370,20
541268307,21
541208367,22
501248367,23
510248367,24
123456780,0
123456708,1
123406758,2
123460758,3
123468750,4
123468705,5
123408765,6
103428765,7
130428765,8
138420765,9
138425760,10
138425706,11
138405726,12
138045726,13
38145726,14
308145726,15
348105726,16
348015726,17
348715026,18
348715206,19
348715260,20
348710265,21
348701265,22
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
123704865,8
123074865,9
123874065,10
123874605,11
123874650,12
123870654,13
120873654,14
102873654,15
172803654,16
172830654,17
172834650,18
172834605,19
172804635,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413250786,7
410253786,8
401253786,9
451203786,10
451283706,11
451283076,12
451083276,13
451803276,14
451830276,15
451836270,16
451836207,17
451806237,18
451860237,19
450861237,20
405861237,21
45861237,22
845061237,23
845261037,24
845261307,25
845261370,26
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136452708,7
136452780,8
136450782,9
136405782,10
136045782,11
136745082,12
136745802,13
136705842,14
106735842,15
160735842,16
165730842,17
165703842,18
165073842,19
65173842,20
605173842,21
650173842,22
653170842,23
653172840,24
653172804,25
653102874,26
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253160478,7
250163478,8
205163478,9
265103478,10
265173408,11
265173480,12
265170483,13
265107483,14
265017483,15
265417083,16
265417803,17
265407813,18
265047813,19
65247813,20
605247813,21
650247813,22
657240813,23
657243810,24
657243801,25
657203841,26
657230841,27
657231840,28
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583076,8
412083576,9
12483576,10
102483576,11
182403576,12
182473506,13
182473560,14
182470563,15
182407563,16
182047563,17
82147563,18
802147563,19
820147563,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
403215786,7
430215786,8
435210786,9
435201786,10
435021786,11
435721086,12
435721806,13
435721860,14
435720861,15
435702861,16
405732861,17
45732861,18
745032861,19
745832061,20
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
230145786,6
235140786,7
235104786,8
235184706,9
235184076,10
235084176,11
35284176,12
305284176,13
350284176,14
354280176,15
354286170,16
354286107,17
354206187,18
354026187,19
54326187,20
504326187,21
540326187,22
546320187,23
546302187,24
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413250786,7
410253786,8
401253786,9
451203786,10
451283706,11
451283760,12
451280763,13
451208763,14
401258763,15
41258763,16
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412530786,7
412536780,8
412536708,9
412506738,10
402516738,11
420516738,12
426510738,13
426501738,14
406521738,15
46521738,16
546021738,17
546721038,18
546721308,19
546701328,20
506741328,21
56741328,22
756041328,23
756401328,24
706451328,25
76451328,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123076548,7
23176548,8
203176548,9
273106548,10
273146508,11
273146058,12
273046158,13
273406158,14
273460158,15
270463158,16
207463158,17
267403158,18
267453108,19
267453180,20
267450183,21
267405183,22
267485103,23
267485013,24
267085413,25
67285413,26
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
403216758,7
430216758,8
436210758,9
436218750,10
436218705,11
436208715,12
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
13526478,6
513026478,7
513206478,8
513260478,9
510263478,10
501263478,11
51263478,12
251063478,13
251603478,14
251630478,15
251638470,16
251638407,17
251608437,18
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
123704865,8
123074865,9
123874065,10
123874605,11
123804675,12
103824675,13
13824675,14
813024675,15
813204675,16
803214675,17
830214675,18
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
230145786,6
235140786,7
235104786,8
205134786,9
25134786,10
125034786,11
125734086,12
125734806,13
125734860,14
125730864,15
120735864,16
102735864,17
132705864,18
132075864,19
132875064,20
132875604,21
132805674,22
102835674,23
12835674,24
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253176408,7
253176048,8
253076148,9
253706148,10
253760148,11
250763148,12
205763148,13
265703148,14
265743108,15
265743180,16
265740183,17
265704183,18
205764183,19
25764183,20
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243150786,7
240153786,8
204153786,9
24153786,10
124053786,11
124753086,12
124753806,13
124703856,14
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412753086,6
412753806,7
412703856,8
412073856,9
12473856,10
102473856,11
172403856,12
172430856,13
170432856,14
107432856,15
17432856,16
417032856,17
417302856,18
417352806,19
417352086,20
417052386,21
417502386,22
417582306,23
417582360,24
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
403715826,9
43715826,10
743015826,11
743105826,12
743150826,13
740153826,14
704153826,15
74153826,16
174053826,17
174853026,18
174853206,19
174803256,20
174083256,21
74183256,22
704183256,23
784103256,24
784153206,25
784153260,26
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136452708,7
136452780,8
136450782,9
136405782,10
136045782,11
136745082,12
136745802,13
136705842,14
136075842,15
36175842,16
306175842,17
376105842,18
376015842,19
376815042,20
376815402,21
376805412,22
376850412,23
376852410,24
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412753086,6
412753806,7
412753860,8
412750863,9
412705863,10
412765803,11
412765830,12
412760835,13
412706835,14
412076835,15
412876035,16
412876305,17
412806375,18
412860375,19
412865370,20
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583760,8
412580763,9
412508763,10
412568703,11
412568073,12
412068573,13
412608573,14
402618573,15
420618573,16
428610573,17
428601573,18
428671503,19
428671530,20
428670531,21
428607531,22
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
230146758,6
236140758,7
236148750,8
236148705,9
236108745,10
236018745,11
236718045,12
236718405,13
236708415,14
236780415,15
236785410,16
236785401,17
236785041,18
236085741,19
236805741,20
206835741,21
26835741,22
826035741,23
826735041,24
826735401,25
826705431,26
826075431,27
826475031,28
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413725860,8
413720865,9
410723865,10
401723865,11
421703865,12
421730865,13
421735860,14
421735806,15
421705836,16
421075836,17
21475836,18
201475836,19
271405836,20
271045836,21
271845036,22
271845306,23
271805346,24
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152430786,5
152436780,6
152436708,7
152436078,8
152036478,9
52136478,10
502136478,11
532106478,12
532160478,13
532168470,14
532168407,15
532108467,16
532180467,17
530182467,18
503182467,19
583102467,20
583012467,21
583412067,22
583412607,23
583402617,24
583042617,25
83542617,26
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236158470,8
236158407,9
236108457,10
206138457,11
260138457,12
268130457,13
268137450,14
268137405,15
268137045,16
268037145,17
268307145,18
268370145,19
268375140,20
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135402786,6
135042786,7
35142786,8
305142786,9
350142786,10
352140786,11
352104786,12
352184706,13
352184760,14
352180764,15
350182764,16
305182764,17
385102764,18
385162704,19
385162074,20
385062174,21
385602174,22
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236105478,8
236175408,9
236175048,10
236075148,11
236705148,12
236750148,13
236758140,14
236758104,15
236708154,16
206738154,17
26738154,18
726038154,19
726308154,20
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413726058,6
413726508,7
413706528,8
413760528,9
410763528,10
401763528,11
461703528,12
461073528,13
61473528,14
601473528,15
671403528,16
671043528,17
671543028,18
671543208,19
671543280,20
671540283,21
671504283,22
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
123568470,6
123568407,7
123568047,8
123068547,9
23168547,10
203168547,11
263108547,12
263018547,13
263518047,14
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413285706,7
413285760,8
413280765,9
410283765,10
401283765,11
481203765,12
481023765,13
481723065,14
481723605,15
481703625,16
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
120563478,6
102563478,7
162503478,8
162573408,9
162573480,10
162570483,11
160572483,12
106572483,13
176502483,14
176052483,15
76152483,16
706152483,17
756102483,18
756182403,19
756182430,20
756180432,21
750186432,22
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
123568470,6
123568407,7
123568047,8
123068547,9
23168547,10
203168547,11
230168547,12
238160547,13
238106547,14
238016547,15
38216547,16
308216547,17
318206547,18
318246507,19
318246057,20
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
130526478,6
136520478,7
136528470,8
136528407,9
136528047,10
136028547,11
36128547,12
306128547,13
360128547,14
368120547,15
368102547,16
368012547,17
68312547,18
608312547,19
680312547,20
682310547,21
682301547,22
682341507,23
682341057,24
682041357,25
682401357,26
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
130526478,6
136520478,7
136528470,8
136528407,9
136508427,10
136580427,11
130586427,12
103586427,13
13586427,14
513086427,15
513806427,16
513860427,17
510863427,18
501863427,19
51863427,20
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
12463758,6
412063758,7
412763058,8
412763508,9
412763580,10
412760583,11
412706583,12
402716583,13
42716583,14
742016583,15
742516083,16
742516803,17
742506813,18
702546813,19
720546813,20
726540813,21
726504813,22
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
13526478,6
513026478,7
513426078,8
513426708,9
513406728,10
503416728,11
53416728,12
453016728,13
453106728,14
403156728,15
430156728,16
436150728,17
436105728,18
406135728,19
46135728,20
146035728,21
146735028,22
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
230146758,6
236140758,7
236148750,8
236148705,9
236108745,10
236018745,11
236718045,12
236718405,13
236708415,14
236780415,15
236785410,16
236785401,17
236705481,18
206735481,19
260735481,20
265730481,21
265703481,22
265783401,23
265783410,24
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
413075826,9
413875026,10
413875206,11
413875260,12
413870265,13
413807265,14
403817265,15
43817265,16
843017265,17
843107265,18
843167205,19
843167025,20
843067125,21
843607125,22
803647125,23
830647125,24
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152430786,5
152436780,6
152436708,7
152406738,8
102456738,9
120456738,10
126450738,11
126458730,12
126458703,13
126458073,14
126058473,15
126508473,16
126578403,17
126578043,18
126078543,19
26178543,20
206178543,21
276108543,22
276018543,23
276518043,24
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
105436728,9
150436728,10
156430728,11
156403728,12
156043728,13
56143728,14
506143728,15
560143728,16
563140728,17
563148720,18
563148702,19
563108742,20
563018742,21
63518742,22
603518742,23
630518742,24
638510742,25
638501742,26
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152703846,8
152730846,9
152736840,10
152736804,11
152736084,12
152036784,13
152306784,14
102356784,15
12356784,16
312056784,17
312506784,18
312586704,19
312586074,20
312086574,21
312806574,22
312860574,23
310862574,24
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
130526478,6
136520478,7
136502478,8
136572408,9
136572480,10
136570482,11
130576482,12
103576482,13
173506482,14
173056482,15
73156482,16
703156482,17
753106482,18
753186402,19
753186042,20
753086142,21
753806142,22
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123760548,7
120763548,8
102763548,9
12763548,10
712063548,11
712603548,12
712630548,13
710632548,14
701632548,15
731602548,16
731620548,17
731628540,18
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483076,6
152083476,7
152803476,8
152873406,9
152873460,10
152870463,11
152807463,12
152867403,13
152867043,14
152067843,15
152607843,16
152647803,17
152647830,18
152640837,19
152604837,20
152634807,21
152634087,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136042758,7
36142758,8
306142758,9
346102758,10
346152708,11
346152078,12
346052178,13
346502178,14
346572108,15
346572180,16
346570182,17
346507182,18
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
403216758,7
430216758,8
436210758,9
436218750,10
436218705,11
436208715,12
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
403715826,9
430715826,10
435710826,11
435701826,12
435071826,13
435871026,14
435871206,15
435871260,16
435870261,17
435807261,18
435867201,19
435867021,20
435067821,21
435607821,22
435670821,23
435671820,24
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
123048765,7
123748065,8
123748605,9
123708645,10
123078645,11
23178645,12
203178645,13
273108645,14
273180645,15
270183645,16
207183645,17
287103645,18
287013645,19
287613045,20
287613405,21
287613450,22
287610453,23
287601453,24
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
123704865,8
123074865,9
23174865,10
203174865,11
273104865,12
273014865,13
273814065,14
273814605,15
273814650,16
273810654,17
273801654,18
273851604,19
273851640,20
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123576408,5
123576480,6
123570486,7
123507486,8
103527486,9
130527486,10
137520486,11
137526480,12
137526408,13
137506428,14
107536428,15
170536428,16
176530428,17
176538420,18
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236105478,8
236015478,9
36215478,10
306215478,11
316205478,12
316275408,13
316275480,14
316270485,15
310276485,16
301276485,17
371206485,18
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
120483765,6
102483765,7
12483765,8
412083765,9
412783065,10
412783605,11
412703685,12
402713685,13
42713685,14
742013685,15
742103685,16
742183605,17
742183065,18
742083165,19
742803165,20
742830165,21
740832165,22
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152743860,8
152740863,9
150742863,10
105742863,11
15742863,12
715042863,13
715842063,14
715842603,15
715802643,16
705812643,17
75812643,18
875012643,19
875612043,20
875612403,21
875612430,22
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
120483765,6
102483765,7
12483765,8
412083765,9
412783065,10
412783605,11
412703685,12
412073685,13
12473685,14
102473685,15
172403685,16
172430685,17
170432685,18
107432685,19
17432685,20
417032685,21
417632085,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136428750,6
136428705,7
136408725,8
136048725,9
36148725,10
306148725,11
360148725,12
368140725,13
368104725,14
308164725,15
38164725,16
138064725,17
138604725,18
108634725,19
18634725,20
618034725,21
618734025,22
618734205,23
618704235,24
608714235,25
680714235,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123760548,7
123768540,8
123768504,9
123708564,10
103728564,11
130728564,12
138720564,13
138702564,14
138072564,15
38172564,16
308172564,17
378102564,18
378162504,19
378162540,20
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123075846,7
23175846,8
203175846,9
273105846,10
273145806,11
273145860,12
273140865,13
270143865,14
207143865,15
247103865,16
247163805,17
247163085,18
247063185,19
247603185,20
247630185,21
247635180,22
247635108,23
247605138,24
247065138,25
247165038,26
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136452708,7
136452780,8
136450782,9
130456782,10
103456782,11
153406782,12
153460782,13
150463782,14
105463782,15
15463782,16
415063782,17
415603782,18
415683702,19
415683072,20
415083672,21
15483672,22
123456780,0
123456708,1
123406758,2
123460758,3
123468750,4
123468705,5
123468075,6
123068475,7
123608475,8
123680475,9
120683475,10
102683475,11
182603475,12
182630475,13
182635470,14
182635407,15
182635047,16
182035647,17
82135647,18
802135647,19
832105647,20
832015647,21
32815647,22
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135402786,6
105432786,7
15432786,8
415032786,9
415732086,10
415732806,11
415702836,12
405712836,13
450712836,14
452710836,15
452701836,16
452071836,17
52471836,18
502471836,19
520471836,20
521470836,21
521407836,22
521047836,23
521847036,24
521847306,25
521847360,26
521840367,27
521804367,28
521084367,29
521384067,30
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
413075826,9
413875026,10
413875206,11
413875260,12
413870265,13
410873265,14
401873265,15
41873265,16
841073265,17
841703265,18
841730265,19
840731265,20
804731265,21
84731265,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136428750,6
136428705,7
136428075,8
136028475,9
136208475,10
136280475,11
136285470,12
136285407,13
136205487,14
106235487,15
16235487,16
216035487,17
216305487,18
216350487,19
210356487,20
201356487,21
251306487,22
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253176408,7
253176048,8
253076148,9
253706148,10
253760148,11
253768140,12
253768104,13
253768014,14
253068714,15
253608714,16
253680714,17
253684710,18
253684701,19
253684071,20
253084671,21
53284671,22
503284671,23
530284671,24
534280671,25
534281670,26
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
106432758,7
16432758,8
416032758,9
416732058,10
416732508,11
416702538,12
406712538,13
460712538,14
462710538,15
462718530,16
462718503,17
462708513,18
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
230145786,6
235140786,7
235104786,8
235184706,9
235184760,10
235180764,11
235108764,12
205138764,13
250138764,14
258130764,15
258134760,16
258134706,17
258104736,18
258014736,19
258714036,20
258714306,21
258714360,22
258710364,23
258701364,24
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152743860,8
152740863,9
150742863,10
105742863,11
145702863,12
145720863,13
145723860,14
145723806,15
145703826,16
105743826,17
15743826,18
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
123048765,7
123748065,8
123748605,9
123708645,10
103728645,11
13728645,12
713028645,13
713628045,14
713628405,15
713608425,16
703618425,17
730618425,18
738610425,19
738615420,20
738615402,21
738605412,22
708635412,23
780635412,24
785630412,25
785603412,26
785063412,27
85763412,28
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
105436728,9
15436728,10
415036728,11
415306728,12
415360728,13
410365728,14
401365728,15
41365728,16
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
123048765,7
123748065,8
123748605,9
123748650,10
123740658,11
123704658,12
103724658,13
130724658,14
134720658,15
134702658,16
134072658,17
34172658,18
304172658,19
374102658,20
374152608,21
374152068,22
374052168,23
374502168,24
374520168,25
374528160,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123760548,7
120763548,8
102763548,9
12763548,10
712063548,11
712603548,12
712630548,13
712638540,14
712638504,15
712608534,16
702618534,17
720618534,18
728610534,19
728601534,20
708621534,21
78621534,22
678021534,23
678521034,24
678521304,25
678501324,26
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136428750,6
136428705,7
136408725,8
106438725,9
16438725,10
416038725,11
416308725,12
406318725,13
460318725,14
468310725,15
468301725,16
468321705,17
468321750,18
468320751,19
468302751,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413285706,7
413285760,8
413280765,9
410283765,10
401283765,11
481203765,12
481263705,13
481263075,14
481063275,15
81463275,16
801463275,17
861403275,18
861043275,19
861243075,20
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162430758,7
162438750,8
162438705,9
162408735,10
162048735,11
162748035,12
162748305,13
162748350,14
162740358,15
162704358,16
162754308,17
162754380,18
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
103725846,7
130725846,8
135720846,9
135726840,10
135726804,11
135726084,12
