col1,col2,col3,ans
236,158,470,8
236,158,407,9
236,158,47,10
236,58,147,11
236,508,147,12
206,538,147,13
260,538,147,14
268,530,147,15
268,537,140,16
268,537,104,17
268,507,134,18
268,570,134,19
260,578,134,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
503,216,478,9
530,216,478,10
536,210,478,11
536,201,478,12
506,231,478,13
56,231,478,14
256,31,478,15
256,431,78,16
256,431,708,17
256,401,738,18
256,41,738,19
56,241,738,20
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,428,75,8
136,28,475,9
36,128,475,10
306,128,475,11
326,108,475,12
326,18,475,13
26,318,475,14
206,318,475,15
260,318,475,16
268,310,475,17
268,301,475,18
268,371,405,19
268,371,45,20
268,71,345,21
68,271,345,22
608,271,345,23
680,271,345,24
681,270,345,25
681,207,345,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
230,156,478,6
236,150,478,7
236,158,470,8
236,158,407,9
236,158,47,10
236,58,147,11
236,508,147,12
206,538,147,13
26,538,147,14
526,38,147,15
526,308,147,16
506,328,147,17
560,328,147,18
568,320,147,19
568,327,140,20
568,327,104,21
568,307,124,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
123,76,548,7
23,176,548,8
203,176,548,9
230,176,548,10
236,170,548,11
236,178,540,12
236,178,504,13
236,108,574,14
206,138,574,15
260,138,574,16
268,130,574,17
268,103,574,18
268,173,504,19
268,173,540,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
413,75,826,9
13,475,826,10
103,475,826,11
173,405,826,12
173,45,826,13
73,145,826,14
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
103,726,548,7
130,726,548,8
136,720,548,9
136,728,540,10
136,728,504,11
136,708,524,12
136,780,524,13
130,786,524,14
103,786,524,15
183,706,524,16
183,760,524,17
180,763,524,18
108,763,524,19
18,763,524,20
718,63,524,21
718,563,24,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
150,432,786,6
105,432,786,7
15,432,786,8
415,32,786,9
415,732,86,10
415,732,806,11
415,702,836,12
405,712,836,13
45,712,836,14
745,12,836,15
745,812,36,16
745,812,306,17
745,802,316,18
705,842,316,19
750,842,316,20
752,840,316,21
752,804,316,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,426,78,8
513,426,708,9
513,406,728,10
503,416,728,11
53,416,728,12
453,16,728,13
453,106,728,14
453,160,728,15
450,163,728,16
405,163,728,17
45,163,728,18
145,63,728,19
145,763,28,20
145,763,208,21
145,703,268,22
145,73,268,23
45,173,268,24
405,173,268,25
475,103,268,26
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
130,825,476,8
135,820,476,9
135,826,470,10
135,826,407,11
135,826,47,12
135,26,847,13
135,206,847,14
135,260,847,15
135,267,840,16
135,267,804,17
135,207,864,18
105,237,864,19
150,237,864,20
157,230,864,21
157,234,860,22
157,234,806,23
157,234,86,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,763,58,8
412,763,508,9
412,763,580,10
412,760,583,11
410,762,583,12
401,762,583,13
461,702,583,14
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
136,48,725,9
36,148,725,10
306,148,725,11
360,148,725,12
368,140,725,13
368,104,725,14
368,14,725,15
68,314,725,16
608,314,725,17
680,314,725,18
684,310,725,19
684,301,725,20
684,321,705,21
684,321,75,22
684,21,375,23
84,621,375,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,148,750,8
236,148,705,9
236,148,75,10
236,48,175,11
236,408,175,12
206,438,175,13
260,438,175,14
268,430,175,15
268,435,170,16
268,435,107,17
268,405,137,18
208,465,137,19
28,465,137,20
428,65,137,21
428,605,137,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
103,725,846,7
130,725,846,8
135,720,846,9
135,726,840,10
135,726,804,11
135,706,824,12
105,736,824,13
15,736,824,14
715,36,824,15
715,836,24,16
715,836,204,17
715,806,234,18
715,860,234,19
710,865,234,20
701,865,234,21
71,865,234,22
871,65,234,23
871,265,34,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
236,154,708,9
236,154,780,10
236,150,784,11
236,105,784,12
236,15,784,13
236,715,84,14
236,715,804,15
236,705,814,16
206,735,814,17
26,735,814,18
726,35,814,19
726,835,14,20
726,835,104,21
726,805,134,22
706,825,134,23
76,825,134,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
123,608,475,8
123,678,405,9
123,678,450,10
123,670,458,11
123,607,458,12
103,627,458,13
130,627,458,14
137,620,458,15
137,602,458,16
137,652,408,17
137,652,48,18
137,52,648,19
37,152,648,20
307,152,648,21
357,102,648,22
357,12,648,23
57,312,648,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
283,105,476,8
283,175,406,9
283,175,460,10
283,170,465,11
283,107,465,12
283,167,405,13
283,167,45,14
283,67,145,15
83,267,145,16
803,267,145,17
830,267,145,18
837,260,145,19
837,265,140,20
837,265,104,21
837,205,164,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
236,154,708,9
236,154,780,10
236,150,784,11
236,105,784,12
236,15,784,13
36,215,784,14
306,215,784,15
316,205,784,16
316,250,784,17
310,256,784,18
301,256,784,19
351,206,784,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,508,467,8
123,58,467,9
123,458,67,10
123,458,607,11
123,408,657,12
103,428,657,13
13,428,657,14
413,28,657,15
413,208,657,16
413,280,657,17
410,283,657,18
401,283,657,19
481,203,657,20
481,230,657,21
481,237,650,22
481,237,605,23
481,207,635,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
206,134,758,9
260,134,758,10
264,130,758,11
264,138,750,12
264,138,705,13
264,108,735,14
264,180,735,15
260,184,735,16
206,184,735,17
26,184,735,18
126,84,735,19
126,804,735,20
106,824,735,21
16,824,735,22
816,24,735,23
816,724,35,24
816,724,305,25
816,724,350,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
420,513,786,8
423,510,786,9
423,501,786,10
403,521,786,11
43,521,786,12
543,21,786,13
543,721,86,14
543,721,806,15
543,721,860,16
543,720,861,17
540,723,861,18
504,723,861,19
54,723,861,20
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,43,758,7
62,143,758,8
602,143,758,9
620,143,758,10
623,140,758,11
623,148,750,12
623,148,705,13
623,108,745,14
623,18,745,15
23,618,745,16
203,618,745,17
213,608,745,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,703,846,8
152,730,846,9
152,736,840,10
152,736,804,11
152,706,834,12
102,756,834,13
12,756,834,14
712,56,834,15
712,506,834,16
712,560,834,17
710,562,834,18
701,562,834,19
761,502,834,20
761,52,834,21
761,852,34,22
761,852,304,23
761,852,340,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
182,403,765,8
182,430,765,9
182,435,760,10
182,435,706,11
182,405,736,12
182,45,736,13
82,145,736,14
802,145,736,15
820,145,736,16
825,140,736,17
825,146,730,18
825,146,703,19
825,106,743,20
825,160,743,21
825,163,740,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,703,856,8
402,713,856,9
42,713,856,10
742,13,856,11
742,813,56,12
742,813,506,13
742,803,516,14
742,830,516,15
740,832,516,16
704,832,516,17
74,832,516,18
874,32,516,19
874,532,16,20
874,532,106,21
874,502,136,22
874,520,136,23
874,526,130,24
874,526,103,25
874,526,13,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,256,708,7
413,256,78,8
413,56,278,9
413,506,278,10
413,560,278,11
410,563,278,12
401,563,278,13
461,503,278,14
461,530,278,15
461,538,270,16
461,538,207,17
461,538,27,18
461,38,527,19
61,438,527,20
601,438,527,21
631,408,527,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
15,482,763,10
415,82,763,11
415,782,63,12
415,782,603,13
415,782,630,14
415,780,632,15
415,708,632,16
415,78,632,17
415,678,32,18
415,678,302,19
415,608,372,20
405,618,372,21
45,618,372,22
645,18,372,23
645,108,372,24
645,180,372,25
645,182,370,26
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
23,168,475,8
203,168,475,9
230,168,475,10
238,160,475,11
238,106,475,12
238,16,475,13
238,416,75,14
238,416,705,15
238,416,750,16
238,410,756,17
238,401,756,18
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,108,476,10
235,18,476,11
35,218,476,12
305,218,476,13
315,208,476,14
315,278,406,15
315,278,46,16
315,78,246,17
15,378,246,18
105,378,246,19
175,308,246,20
175,348,206,21
175,348,260,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,76,8
413,85,276,9
413,805,276,10
413,850,276,11
413,856,270,12
413,856,207,13
413,806,257,14
403,816,257,15
430,816,257,16
436,810,257,17
436,801,257,18
406,831,257,19
46,831,257,20
846,31,257,21
846,301,257,22
846,310,257,23
840,316,257,24
804,316,257,25
814,306,257,26
814,360,257,27
814,367,250,28
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
13,825,476,8
813,25,476,9
813,425,76,10
813,425,706,11
813,405,726,12
813,45,726,13
13,845,726,14
103,845,726,15
130,845,726,16
135,840,726,17
135,846,720,18
135,846,702,19
135,806,742,20
105,836,742,21
150,836,742,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,146,780,8
235,146,708,9
235,106,748,10
235,16,748,11
35,216,748,12
305,216,748,13
315,206,748,14
315,260,748,15
315,268,740,16
315,268,704,17
315,268,74,18
315,68,274,19
315,608,274,20
315,680,274,21
310,685,274,22
301,685,274,23
31,685,274,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
230,156,478,6
236,150,478,7
236,158,470,8
236,158,407,9
236,108,457,10
236,18,457,11
36,218,457,12
306,218,457,13
360,218,457,14
368,210,457,15
368,217,450,16
368,217,405,17
368,207,415,18
368,27,415,19
368,427,15,20
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,185,706,7
243,185,76,8
243,85,176,9
43,285,176,10
403,285,176,11
430,285,176,12
435,280,176,13
435,286,170,14
435,286,107,15
435,206,187,16
405,236,187,17
45,236,187,18
245,36,187,19
245,306,187,20
245,386,107,21
245,386,17,22
245,86,317,23
45,286,317,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,16,478,7
253,416,78,8
253,416,708,9
253,406,718,10
253,46,718,11
53,246,718,12
503,246,718,13
543,206,718,14
543,260,718,15
540,263,718,16
504,263,718,17
564,203,718,18
564,230,718,19
564,238,710,20
564,238,701,21
564,238,71,22
564,38,271,23
564,308,271,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
283,105,476,8
283,150,476,9
283,156,470,10
283,156,407,11
283,156,47,12
283,56,147,13
283,506,147,14
283,560,147,15
283,567,140,16
283,567,104,17
283,567,14,18
283,67,514,19
83,267,514,20
803,267,514,21
863,207,514,22
863,270,514,23
863,274,510,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
542,103,786,8
542,183,706,9
542,183,76,10
542,83,176,11
542,803,176,12
542,873,106,13
542,873,160,14
542,870,163,15
540,872,163,16
504,872,163,17
54,872,163,18
854,72,163,19
854,702,163,20
854,762,103,21
854,762,130,22
854,760,132,23
854,706,132,24
804,756,132,25
840,756,132,26
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,746,580,6
123,740,586,7
120,743,586,8
102,743,586,9
142,703,586,10
142,73,586,11
142,573,86,12
142,573,806,13
142,503,876,14
142,530,876,15
142,536,870,16
142,536,807,17
142,536,87,18
142,36,587,19
42,136,587,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,725,860,8
413,720,865,9
413,702,865,10
413,72,865,11
13,472,865,12
103,472,865,13
130,472,865,14
132,470,865,15
132,475,860,16
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,76,8
413,85,276,9
413,805,276,10
413,850,276,11
413,856,270,12
413,856,207,13
413,856,27,14
413,56,827,15
413,506,827,16
403,516,827,17
43,516,827,18
543,16,827,19
543,106,827,20
543,160,827,21
540,163,827,22
504,163,827,23
54,163,827,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
243,106,758,6
243,156,708,7
243,156,78,8
243,56,178,9
243,506,178,10
243,560,178,11
243,568,170,12
243,568,107,13
243,568,17,14
243,68,517,15
243,608,517,16
243,618,507,17
243,618,570,18
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,725,860,8
413,720,865,9
410,723,865,10
401,723,865,11
421,703,865,12
421,763,805,13
421,763,850,14
421,760,853,15
421,706,853,16
421,76,853,17
421,876,53,18
421,876,503,19
421,876,530,20
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,104,786,8
235,184,706,9
235,184,76,10
235,84,176,11
35,284,176,12
305,284,176,13
350,284,176,14
354,280,176,15
354,286,170,16
354,286,107,17
354,206,187,18
354,26,187,19
354,126,87,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,406,738,8
152,46,738,9
152,746,38,10
152,746,308,11
152,746,380,12
152,740,386,13
152,704,386,14
152,74,386,15
52,174,386,16
502,174,386,17
520,174,386,18
524,170,386,19
524,107,386,20
524,17,386,21
524,317,86,22
524,317,806,23
524,317,860,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,250,786,7
410,253,786,8
401,253,786,9
451,203,786,10
451,283,706,11
451,283,760,12
451,280,763,13
451,208,763,14
451,268,703,15
451,268,73,16
451,68,273,17
451,608,273,18
401,658,273,19
410,658,273,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,743,860,8
152,740,863,9
150,742,863,10
105,742,863,11
145,702,863,12
145,762,803,13
145,762,830,14
145,760,832,15
145,706,832,16
145,76,832,17
145,876,32,18
145,876,302,19
145,876,320,20
145,870,326,21
145,807,326,22
145,87,326,23
45,187,326,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,576,408,5
123,576,48,6
123,76,548,7
23,176,548,8
203,176,548,9
273,106,548,10
273,16,548,11
273,516,48,12
273,516,408,13
273,506,418,14
273,56,418,15
73,256,418,16
703,256,418,17
730,256,418,18
736,250,418,19
736,205,418,20
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,146,780,8
235,146,708,9
235,106,748,10
235,16,748,11
35,216,748,12
305,216,748,13
350,216,748,14
356,210,748,15
356,201,748,16
356,21,748,17
356,721,48,18
356,721,408,19
356,721,480,20
356,720,481,21
356,702,481,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,743,860,8
152,740,863,9
150,742,863,10
105,742,863,11
145,702,863,12
145,762,803,13
145,762,830,14
145,760,832,15
140,765,832,16
104,765,832,17
14,765,832,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
150,432,786,6
105,432,786,7
15,432,786,8
415,32,786,9
415,302,786,10
415,382,706,11
415,382,76,12
415,82,376,13
415,802,376,14
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,104,786,8
235,184,706,9
235,184,76,10
235,84,176,11
235,804,176,12
205,834,176,13
25,834,176,14
825,34,176,15
825,134,76,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
52,183,476,8
502,183,476,9
520,183,476,10
523,180,476,11
523,108,476,12
503,128,476,13
530,128,476,14
538,120,476,15
538,126,470,16
538,126,407,17
538,106,427,18
538,160,427,19
538,167,420,20
538,167,402,21
538,167,42,22
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
106,438,725,9
16,438,725,10
416,38,725,11
416,738,25,12
416,738,205,13
416,708,235,14
406,718,235,15
460,718,235,16
468,710,235,17
468,715,230,18
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
136,452,708,7
136,452,780,8
136,450,782,9
136,405,782,10
136,45,782,11
36,145,782,12
306,145,782,13
346,105,782,14
346,150,782,15
340,156,782,16
304,156,782,17
34,156,782,18
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
136,480,725,9
130,486,725,10
103,486,725,11
183,406,725,12
183,46,725,13
183,746,25,14
183,746,205,15
183,746,250,16
183,740,256,17
180,743,256,18
108,743,256,19
148,703,256,20
148,730,256,21
148,736,250,22
148,736,205,23
148,706,235,24
148,76,235,25
48,176,235,26
408,176,235,27
480,176,235,28
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
123,875,406,7
123,875,460,8
123,870,465,9
120,873,465,10
102,873,465,11
172,803,465,12
172,863,405,13
172,863,45,14
172,63,845,15
72,163,845,16
702,163,845,17
762,103,845,18
762,130,845,19
760,132,845,20
706,132,845,21
76,132,845,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,703,856,8
402,713,856,9
420,713,856,10
423,710,856,11
423,701,856,12
403,721,856,13
43,721,856,14
743,21,856,15
743,201,856,16
703,241,856,17
730,241,856,18
731,240,856,19
731,246,850,20
731,246,805,21
731,206,845,22
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
123,408,765,6
103,428,765,7
130,428,765,8
138,420,765,9
138,425,760,10
138,425,706,11
138,425,76,12
138,25,476,13
38,125,476,14
308,125,476,15
328,105,476,16
328,15,476,17
328,415,76,18
328,415,706,19
328,405,716,20
328,45,716,21
328,745,16,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,508,467,8
123,580,467,9
120,583,467,10
102,583,467,11
12,583,467,12
512,83,467,13
512,483,67,14
512,483,607,15
512,403,687,16
502,413,687,17
52,413,687,18
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
182,403,765,8
182,430,765,9
182,435,760,10
182,435,706,11
182,435,76,12
182,35,476,13
182,305,476,14
182,375,406,15
182,375,460,16
182,370,465,17
182,307,465,18
182,367,405,19
182,367,45,20
182,67,345,21
82,167,345,22
802,167,345,23
820,167,345,24
827,160,345,25
827,106,345,26
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
23,168,475,8
203,168,475,9
263,108,475,10
263,180,475,11
260,183,475,12
206,183,475,13
286,103,475,14
286,13,475,15
286,413,75,16
286,413,705,17
286,413,750,18
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
130,825,476,8
135,820,476,9
135,802,476,10
105,832,476,11
15,832,476,12
815,32,476,13
815,432,76,14
815,432,706,15
815,402,736,16
815,42,736,17
815,742,36,18
815,742,306,19
815,742,360,20
815,740,362,21
815,704,362,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,76,8
135,82,476,9
35,182,476,10
305,182,476,11
385,102,476,12
385,172,406,13
385,172,46,14
385,72,146,15
85,372,146,16
805,372,146,17
875,302,146,18
875,342,106,19
875,342,160,20
875,340,162,21
870,345,162,22
807,345,162,23
847,305,162,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
120,563,478,6
102,563,478,7
162,503,478,8
162,573,408,9
162,573,480,10
162,570,483,11
160,572,483,12
106,572,483,13
176,502,483,14
176,582,403,15
176,582,43,16
176,82,543,17
176,802,543,18
176,820,543,19
170,826,543,20
107,826,543,21
17,826,543,22
817,26,543,23
817,206,543,24
817,260,543,25
810,267,543,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,568,47,8
123,68,547,9
23,168,547,10
203,168,547,11
263,108,547,12
263,180,547,13
260,183,547,14
206,183,547,15
286,103,547,16
286,143,507,17
286,143,57,18
286,43,157,19
86,243,157,20
806,243,157,21
846,203,157,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,426,78,8
513,426,708,9
513,406,728,10
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
103,724,865,9
13,724,865,10
713,24,865,11
713,204,865,12
703,214,865,13
730,214,865,14
734,210,865,15
734,201,865,16
704,231,865,17
74,231,865,18
274,31,865,19
274,301,865,20
274,361,805,21
274,361,85,22
274,61,385,23
274,601,385,24
274,610,385,25
270,614,385,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,260,758,7
413,268,750,8
413,268,705,9
413,268,75,10
413,68,275,11
13,468,275,12
103,468,275,13
130,468,275,14
138,460,275,15
138,406,275,16
138,46,275,17
38,146,275,18
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,16,478,7
253,416,78,8
253,416,708,9
253,406,718,10
253,46,718,11
53,246,718,12
503,246,718,13
530,246,718,14
536,240,718,15
536,248,710,16
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,603,758,8
412,653,708,9
412,653,78,10
412,53,678,11
412,503,678,12
412,530,678,13
410,532,678,14
401,532,678,15
41,532,678,16
541,32,678,17
541,302,678,18
541,372,608,19
541,372,680,20
541,370,682,21
540,371,682,22
504,371,682,23
574,301,682,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,436,78,8
152,36,478,9
152,306,478,10
152,376,408,11
152,376,480,12
152,370,486,13
152,307,486,14
152,387,406,15
152,387,46,16
152,87,346,17
152,807,346,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,406,738,8
152,460,738,9
150,462,738,10
105,462,738,11
165,402,738,12
165,42,738,13
65,142,738,14
605,142,738,15
645,102,738,16
645,132,708,17
645,132,78,18
645,32,178,19
645,302,178,20
645,372,108,21
645,372,180,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
403,215,786,7
430,215,786,8
435,210,786,9
435,201,786,10
435,21,786,11
435,721,86,12
435,721,806,13
435,721,860,14
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,576,408,5
123,576,480,6
123,570,486,7
123,507,486,8
103,527,486,9
130,527,486,10
137,520,486,11
137,526,480,12
137,526,408,13
137,506,428,14
107,536,428,15
17,536,428,16
517,36,428,17
517,306,428,18
517,360,428,19
510,367,428,20
501,367,428,21
51,367,428,22
351,67,428,23
351,607,428,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
403,215,786,7
430,215,786,8
435,210,786,9
435,216,780,10
435,216,708,11
435,216,78,12
435,16,278,13
435,106,278,14
435,160,278,15
435,168,270,16
435,168,207,17
435,108,267,18
435,18,267,19
435,218,67,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,703,856,8
412,730,856,9
412,736,850,10
412,736,805,11
412,706,835,12
402,716,835,13
420,716,835,14
426,710,835,15
426,715,830,16
426,715,803,17
426,705,813,18
426,750,813,19
426,753,810,20
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
123,875,406,7
123,875,460,8
123,870,465,9
120,873,465,10
102,873,465,11
12,873,465,12
812,73,465,13
812,703,465,14
812,730,465,15
810,732,465,16
801,732,465,17
831,702,465,18
831,762,405,19
831,762,450,20
831,760,452,21
831,706,452,22
801,736,452,23
81,736,452,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
542,103,786,8
542,130,786,9
540,132,786,10
504,132,786,11
534,102,786,12
534,182,706,13
534,182,760,14
534,180,762,15
530,184,762,16
503,184,762,17
53,184,762,18
153,84,762,19
153,804,762,20
153,864,702,21
153,864,720,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
